Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
16.0,Jim Chones,28.0,CLE,C,82.0,82.0,2906.0,8.4,17.8,0.472,2.9,4.0,0.72,3.5,10.0,13.5,2.1,0.8,0.9,2.9,3.8,19.6,100.0,99.0,
17.0,Calvin Murphy,29.0,HOU,SG,76.0,,2900.0,13.9,28.4,0.491,4.0,4.4,0.918,0.9,1.7,2.7,4.2,1.8,0.0,2.8,3.9,31.8,108.0,109.0,
18.0,Wilbur Holland,26.0,CHI,SG,82.0,81.0,2884.0,9.3,21.1,0.443,3.7,4.6,0.799,1.7,3.1,4.8,5.1,2.7,0.2,3.7,4.2,22.3,98.0,103.0,
19.0,Mickey Johnson,25.0,CHI,PF,81.0,81.0,2870.0,9.2,20.0,0.462,6.0,7.3,0.812,3.6,8.6,12.2,4.4,1.5,1.1,4.4,5.2,24.5,103.0,101.0,
20.0,Larry Kenon,25.0,SAS,SF,81.0,,2869.0,10.7,21.9,0.489,4.2,5.0,0.854,3.8,8.1,11.9,4.1,1.8,0.4,4.3,3.2,25.7,103.0,101.0,AS
21.0,George Gervin,25.0,SAS,SG,82.0,82.0,2857.0,13.3,24.8,0.536,7.8,9.4,0.83,1.8,4.7,6.5,4.7,2.1,1.7,4.7,3.9,34.4,111.0,101.0,"MVP-2,AS,NBA1"
22.0,Dan Issel,29.0,DEN,C,82.0,,2851.0,10.2,20.0,0.512,6.6,8.5,0.782,3.9,9.0,12.9,4.7,1.6,0.6,4.0,4.3,27.1,111.0,100.0,
23.0,Kevin Porter,27.0,2TM,PG,82.0,,2813.0,7.6,16.2,0.469,3.8,4.9,0.763,0.8,2.5,3.3,12.9,1.9,0.2,5.5,4.4,19.0,98.0,104.0,
24.0,John Havlicek,37.0,BOS,SF,82.0,,2797.0,8.8,19.7,0.449,3.7,4.4,0.855,1.5,3.9,5.4,5.3,1.5,0.4,3.3,3.0,21.4,101.0,103.0,AS
25.0,Bob Wilkerson,23.0,DEN,SF,81.0,,2780.0,6.1,14.9,0.408,2.5,3.3,0.748,1.6,6.0,7.5,7.0,2.0,0.3,4.7,4.4,14.7,87.0,102.0,
26.0,Norm Nixon,22.0,LAL,PG,81.0,,2779.0,8.1,16.3,0.497,1.9,2.6,0.714,0.7,3.2,3.9,9.0,2.2,0.1,4.1,4.2,18.0,100.0,103.0,ROY-5
27.0,Swen Nater,28.0,BUF,C,78.0,,2778.0,8.3,16.5,0.504,3.4,4.5,0.765,4.6,12.4,17.0,3.6,0.7,0.8,3.7,4.5,20.0,104.0,101.0,
28.0,Bob Dandridge,30.0,WSB,SF,75.0,,2777.0,9.0,19.0,0.471,5.3,6.7,0.788,2.2,4.9,7.1,4.6,1.6,0.7,3.9,4.2,23.2,104.0,102.0,
29.0,Mike Bantom,26.0,IND,SF,82.0,,2775.0,8.0,16.7,0.479,4.1,5.5,0.743,2.9,6.8,9.8,3.8,1.6,0.8,3.5,5.3,20.1,103.0,102.0,
30.0,Doug Collins,26.0,PHI,SG,79.0,77.0,2770.0,10.3,19.5,0.526,4.3,5.3,0.812,1.4,2.3,3.7,5.1,2.0,0.4,4.0,3.6,24.8,108.0,103.0,AS
31.0,Marques Johnson,21.0,MIL,SF,80.0,,2765.0,10.0,19.2,0.522,4.8,6.5,0.736,4.7,8.9,13.5,3.0,1.5,1.6,2.8,3.5,24.9,114.0,101.0,"MVP-10,ROY-2"
32.0,John Shumate,25.0,2TM,PF,80.0,,2760.0,6.4,12.6,0.506,6.5,8.3,0.787,2.6,8.5,11.1,2.9,1.5,0.8,3.8,3.3,19.2,109.0,101.0,
33.0,Brian Winters,25.0,MIL,SG,80.0,,2751.0,10.8,23.4,0.463,3.9,4.7,0.84,1.4,2.6,4.0,6.3,2.0,0.4,3.8,3.8,25.6,101.0,105.0,AS
34.0,Lionel Hollins,24.0,POR,PG,81.0,,2741.0,8.9,20.2,0.442,3.7,5.0,0.743,1.4,3.3,4.7,6.4,2.6,0.5,4.1,4.5,21.6,97.0,98.0,AS
35.0,John Williamson,26.0,2TM,SG,75.0,,2731.0,11.6,26.5,0.438,5.3,6.3,0.847,1.1,2.6,3.6,3.4,1.5,0.2,3.7,3.8,28.5,97.0,105.0,
36.0,Ron Boone,31.0,KCK,SG,82.0,,2653.0,9.4,21.3,0.443,5.4,6.3,0.854,1.9,2.6,4.5,5.2,1.8,0.2,5.1,3.9,24.2,96.0,105.0,
37.0,Wes Unseld,31.0,WSB,C,80.0,,2644.0,4.3,8.2,0.523,1.6,2.9,0.538,4.8,11.2,16.0,5.5,1.6,0.8,2.9,3.9,10.2,106.0,97.0,
38.0,Walter Davis,23.0,PHO,SF,81.0,,2590.0,13.1,24.8,0.526,6.4,7.8,0.83,2.6,5.4,8.1,4.5,1.9,0.3,4.7,4.0,32.6,108.0,99.0,"MVP-5,ROY-1,AS,NBA2"
39.0,Chris Ford,29.0,DET,SG,82.0,,2582.0,6.5,13.4,0.481,2.0,2.7,0.734,2.0,2.6,4.6,6.6,2.9,0.3,4.0,3.1,14.9,98.0,102.0,
40.0,Gus Williams,24.0,SEA,PG,79.0,,2572.0,10.7,23.8,0.451,4.0,5.0,0.817,1.5,3.1,4.6,5.2,3.3,0.7,3.4,3.5,25.5,103.0,97.0,
41.0,Eric Money,22.0,DET,PG,76.0,,2557.0,10.5,20.9,0.5,3.7,5.2,0.718,1.6,2.1,3.6,6.2,2.1,0.2,5.6,4.1,24.7,98.0,104.0,
42.0,M.L. Carr,27.0,DET,SF,79.0,,2556.0,6.8,14.9,0.455,3.5,4.7,0.738,3.5,6.2,9.7,3.2,2.6,0.5,3.7,4.2,17.1,99.0,100.0,
43.0,Gail Goodrich,34.0,NOJ,SG,81.0,,2553.0,9.0,18.2,0.495,4.6,5.8,0.795,1.3,1.8,3.1,6.7,1.4,0.4,3.6,3.2,22.6,107.0,105.0,
44.0,Don Buse,27.0,PHO,PG,82.0,82.0,2547.0,4.9,10.6,0.458,1.9,2.3,0.824,1.0,3.2,4.2,6.6,3.1,0.2,2.1,2.4,11.6,105.0,98.0,
45.0,George McGinnis,27.0,PHI,PF,78.0,76.0,2533.0,10.3,22.2,0.463,7.2,10.0,0.716,4.9,9.2,14.2,5.1,2.4,0.5,5.5,5.0,27.7,102.0,97.0,
46.0,Armond Hill,24.0,ATL,PG,82.0,82.0,2530.0,5.6,13.4,0.415,3.5,4.1,0.848,1.1,3.2,4.2,7.8,2.8,0.3,4.4,5.5,14.6,92.0,101.0,
47.0,Norm Van Lier,30.0,CHI,PG,78.0,75.0,2524.0,3.7,8.9,0.419,3.2,4.3,0.751,1.6,3.7,5.3,9.9,2.7,0.1,3.7,5.2,10.7,100.0,103.0,
48.0,Earl Tatum,24.0,2TM,SG,82.0,,2522.0,9.0,19.2,0.469,2.7,3.5,0.781,1.4,3.8,5.2,5.2,2.5,0.7,3.3,4.5,20.7,100.0,102.0,
49.0,Campy Russell,26.0,CLE,SF,72.0,,2520.0,9.6,21.5,0.448,6.5,8.6,0.751,2.8,5.6,8.4,5.1,1.6,0.2,3.8,3.6,25.7,103.0,101.0,
50.0,Henry Bibby,28.0,PHI,PG,82.0,82.0,2518.0,5.0,11.6,0.434,3.0,3.9,0.781,1.1,3.3,4.4,8.2,1.6,0.1,2.7,3.6,13.1,105.0,104.0,
51.0,Foots Walker,26.0,CLE,PG,81.0,,2496.0,5.3,11.9,0.448,3.0,4.1,0.719,1.4,4.1,5.5,8.4,3.3,0.4,3.4,4.1,13.6,100.0,98.0,
52.0,Paul Westphal,27.0,PHO,SG,80.0,,2481.0,14.0,27.2,0.516,6.9,8.5,0.813,0.7,2.1,2.8,7.6,2.4,0.5,4.9,2.8,35.0,107.0,100.0,"MVP-6,AS,NBA2"
53.0,Billy Paultz,29.0,SAS,C,80.0,,2479.0,9.2,17.4,0.529,4.1,5.4,0.752,3.1,8.9,12.0,3.8,0.7,3.4,3.0,3.9,22.5,111.0,100.0,
54.0,Dwight Jones,25.0,HOU,PF,82.0,,2476.0,6.6,14.9,0.445,3.5,4.5,0.777,4.1,8.1,12.3,2.1,1.5,0.7,3.2,5.1,16.7,100.0,105.0,
55.0,Charlie Scott,29.0,2TM,SG,79.0,,2473.0,8.0,18.2,0.438,3.6,4.8,0.746,1.1,3.4,4.6,6.9,2.0,0.3,4.4,4.6,19.5,94.0,103.0,
56.0,Bobby Jones,26.0,DEN,PF,75.0,,2440.0,8.0,13.8,0.578,3.8,5.0,0.751,3.0,8.6,11.5,4.6,2.5,2.3,3.5,4.0,19.7,113.0,97.0,AS
57.0,Julius Erving,27.0,PHI,SF,74.0,68.0,2429.0,11.1,22.2,0.502,5.6,6.6,0.845,3.3,5.5,8.8,5.1,2.5,1.8,4.3,3.8,27.9,109.0,99.0,"MVP-10,AS,NBA1"
58.0,Dan Roundfield,24.0,IND,PF,79.0,,2423.0,7.7,15.8,0.489,4.0,5.5,0.727,5.0,9.7,14.7,3.6,1.5,2.7,3.6,5.4,19.4,105.0,98.0,
59.0,Dave Meyers,24.0,MIL,PF,80.0,,2416.0,7.9,17.1,0.461,5.7,8.0,0.722,2.6,7.2,9.8,4.4,1.6,0.8,3.9,4.4,21.5,102.0,102.0,
60.0,Sidney Wicks,28.0,BOS,PF,81.0,,2413.0,8.1,17.4,0.467,4.1,6.2,0.66,4.2,8.4,12.6,3.2,1.3,0.9,4.2,6.0,20.3,97.0,100.0,
61.0,George Johnson,29.0,NJN,C,81.0,,2411.0,5.1,12.9,0.395,2.4,3.3,0.719,4.4,9.6,14.0,2.0,1.4,4.9,4.0,6.1,12.6,84.0,95.0,
62.0,James Edwards,22.0,2TM,C,83.0,,2405.0,9.2,20.3,0.453,5.0,7.8,0.646,3.7,7.8,11.4,1.6,1.0,1.4,3.1,6.0,23.4,99.0,101.0,
63.0,Earl Monroe,33.0,NYK,SG,76.0,73.0,2369.0,10.3,20.7,0.495,4.5,5.4,0.832,0.9,2.5,3.4,6.7,1.1,0.4,3.3,3.5,25.0,108.0,107.0,
64.0,John Gianelli,27.0,MIL,C,82.0,,2327.0,5.8,11.9,0.488,1.5,2.3,0.642,3.2,6.5,9.7,3.6,1.0,1.7,2.8,3.6,13.2,100.0,103.0,
65.0,Steve Hawes,27.0,ATL,PF,75.0,,2325.0,7.7,17.1,0.453,3.5,4.3,0.818,3.6,10.2,13.8,3.8,1.6,1.1,3.0,4.6,19.0,102.0,97.0,
66.0,Lonnie Shelton,22.0,NYK,PF,82.0,45.0,2319.0,9.6,18.6,0.514,3.8,5.2,0.736,3.8,7.1,10.9,3.7,2.1,2.1,4.3,6.6,23.0,103.0,100.0,
67.0,Tom Henderson,26.0,WSB,PG,75.0,,2315.0,6.5,15.0,0.432,3.4,4.6,0.746,1.3,2.4,3.7,7.8,1.8,0.3,3.7,2.5,16.4,98.0,103.0,
68.0,Bob Lanier,29.0,DET,C,63.0,,2311.0,12.0,22.4,0.537,5.7,7.4,0.772,3.8,10.0,13.8,4.2,1.6,1.8,4.3,3.6,29.7,112.0,99.0,"MVP-10,AS"
69.0,Lou Hudson,33.0,LAL,SG,82.0,,2283.0,9.8,19.7,0.497,2.7,3.5,0.774,1.6,2.1,3.7,3.8,1.9,0.3,3.0,3.9,22.3,103.0,104.0,
70.0,Clifford Ray,29.0,GSW,C,79.0,,2268.0,5.4,9.5,0.571,3.0,4.9,0.609,4.7,10.4,15.1,2.9,1.5,1.8,3.0,5.8,13.8,109.0,96.0,
71.0,Kareem Abdul-Jabbar,30.0,LAL,C,62.0,,2265.0,13.2,24.1,0.55,5.5,7.0,0.783,3.7,12.3,16.0,5.4,2.1,3.7,4.2,3.6,32.0,113.0,94.0,"MVP-4,NBA2"
72.0,Dave Bing,34.0,BOS,PG,80.0,,2256.0,8.5,18.9,0.449,4.9,5.9,0.824,1.5,2.7,4.3,6.0,1.6,0.4,4.3,5.0,21.9,99.0,103.0,
73.0,Jack Sikma,22.0,SEA,PF,82.0,,2238.0,7.0,15.4,0.455,3.9,5.1,0.777,4.0,9.9,13.9,2.7,1.4,0.8,3.8,6.1,17.9,99.0,96.0,ROY-4
74.0,Richard Washington,22.0,KCK,PF,78.0,,2231.0,8.5,17.7,0.477,3.0,4.0,0.754,3.7,9.3,13.0,2.3,1.5,1.5,3.8,6.4,19.9,98.0,100.0,
75.0,Dennis Johnson,23.0,SEA,SG,81.0,,2209.0,7.6,18.3,0.417,6.2,8.4,0.732,3.2,2.9,6.1,4.8,2.4,1.1,3.4,4.4,21.4,103.0,99.0,
76.0,John Drew,23.0,ATL,SF,70.0,,2203.0,12.5,26.1,0.48,9.2,12.1,0.76,4.5,6.3,10.8,3.0,2.5,0.6,4.4,5.2,34.2,107.0,99.0,
77.0,Johnny Davis,22.0,POR,SG,82.0,,2188.0,7.2,15.9,0.454,4.0,4.8,0.828,1.4,2.3,3.6,4.6,1.7,0.3,3.2,3.6,18.4,101.0,101.0,
78.0,Austin Carr,29.0,CLE,SG,82.0,,2186.0,8.8,20.1,0.438,3.9,4.8,0.813,1.6,2.4,4.0,4.8,1.4,0.4,3.1,3.6,21.5,99.0,103.0,
79.0,Paul Silas,34.0,SEA,PF,82.0,,2172.0,3.9,9.8,0.397,2.3,3.9,0.586,6.1,8.0,14.0,3.1,1.4,0.3,3.2,3.8,10.1,93.0,98.0,
80.0,Bob Gross,24.0,POR,SF,72.0,,2163.0,8.1,15.3,0.529,3.2,4.0,0.8,3.8,4.7,8.5,5.4,2.1,1.1,3.8,5.0,19.5,108.0,98.0,
82.0,Kevin Kunnert,26.0,HOU,C,80.0,,2152.0,8.1,18.5,0.437,2.0,3.0,0.689,5.8,9.5,15.3,2.1,1.0,2.0,3.1,6.9,18.2,97.0,104.0,
83.0,Lucius Allen,30.0,KCK,PG,77.0,,2147.0,7.7,17.5,0.441,3.6,4.5,0.791,1.4,3.4,4.7,7.4,1.9,0.6,4.5,3.7,19.0,95.0,104.0,
84.0,Sam Lacey,29.0,KCK,C,77.0,,2131.0,5.5,12.3,0.449,2.8,3.9,0.717,3.2,10.1,13.4,6.2,2.5,2.2,3.9,5.5,13.8,97.0,97.0,
85.0,Kevin Grevey,24.0,WSB,SF,81.0,,2121.0,10.6,23.6,0.448,5.1,6.4,0.789,2.6,3.5,6.1,3.2,1.3,0.4,3.3,4.3,26.2,102.0,103.0,
86.0,Rich Kelley,24.0,NOJ,C,82.0,,2119.0,6.4,12.6,0.505,4.7,6.0,0.779,5.2,10.7,15.9,4.9,1.9,2.7,4.7,6.1,17.4,104.0,95.0,
87.0,Maurice Lucas,25.0,POR,PF,68.0,,2119.0,9.9,21.5,0.458,4.5,5.9,0.767,4.0,9.5,13.5,3.8,1.3,1.2,4.2,4.8,24.2,100.0,96.0,"MVP-6,AS,NBA2"
88.0,Aaron James,25.0,NOJ,SF,80.0,,2118.0,9.0,18.0,0.497,2.4,3.3,0.745,3.4,5.4,8.8,2.3,0.8,0.5,2.7,5.3,20.4,104.0,103.0,
89.0,Moses Malone,22.0,HOU,C,59.0,,2107.0,9.3,18.6,0.499,7.1,10.0,0.718,8.5,11.4,19.9,0.7,1.1,1.7,4.9,4.0,25.7,106.0,103.0,AS
90.0,Gar Heard,29.0,PHO,PF,80.0,,2099.0,5.4,12.8,0.424,1.8,3.0,0.612,3.4,10.0,13.4,2.7,2.6,2.1,2.5,4.4,12.7,93.0,92.0,
91.0,Mike Gale,27.0,SAS,SG,70.0,,2091.0,5.8,12.2,0.473,1.8,2.1,0.87,1.2,3.5,4.7,7.9,3.3,0.5,3.7,3.6,13.4,98.0,101.0,
92.0,Quinn Buckner,23.0,MIL,PG,82.0,82.0,2072.0,6.7,14.3,0.468,2.8,4.3,0.645,1.7,3.6,5.3,9.7,4.0,0.4,4.9,6.1,16.2,96.0,100.0,
93.0,Sonny Parker,22.0,GSW,SF,82.0,,2069.0,8.9,17.1,0.519,2.7,3.8,0.705,3.7,4.9,8.5,3.4,3.0,0.8,2.8,4.1,20.5,107.0,98.0,
94.0,World B. Free,24.0,PHI,SG,76.0,5.0,2050.0,8.4,18.5,0.455,8.9,12.1,0.731,2.0,2.6,4.6,6.6,1.5,0.9,4.3,4.3,25.7,107.0,104.0,
96.0,Louie Dampier,33.0,SAS,PG,82.0,,2037.0,7.3,14.3,0.509,1.6,2.2,0.752,0.5,2.1,2.6,6.2,1.9,0.3,2.1,1.8,16.2,108.0,105.0,
97.0,Jim Cleamons,28.0,NYK,PG,79.0,44.0,2009.0,4.7,9.8,0.48,1.8,2.2,0.786,1.5,3.1,4.6,6.2,1.5,0.4,2.5,3.1,11.1,104.0,105.0,
98.0,Chuck Williams,31.0,BUF,PG,73.0,,2002.0,4.8,10.0,0.477,2.6,3.2,0.826,0.7,2.5,3.1,7.3,1.1,0.1,3.6,3.1,12.2,98.0,108.0,
99.0,Elmore Smith,28.0,CLE,C,81.0,,1996.0,9.3,18.8,0.497,4.8,7.2,0.663,4.1,11.6,15.8,1.3,1.2,4.1,3.3,5.6,23.4,104.0,94.0,
100.0,Leon Douglas,23.0,DET,C,79.0,,1993.0,7.2,14.9,0.481,4.9,7.7,0.641,4.0,9.0,13.0,2.5,1.3,1.1,4.4,6.6,19.3,98.0,100.0,
101.0,Butch Beard,30.0,NYK,PG,79.0,37.0,1979.0,6.8,13.6,0.502,2.9,3.5,0.806,1.7,4.2,5.8,7.5,2.6,0.1,3.4,4.4,16.5,106.0,103.0,
102.0,Jim McMillian,29.0,NYK,SF,81.0,63.0,1977.0,6.4,13.8,0.462,2.5,3.0,0.858,1.8,4.6,6.4,4.5,1.7,0.4,2.3,2.6,15.3,104.0,104.0,
103.0,Robert Parish,24.0,GSW,C,82.0,,1969.0,9.9,21.0,0.472,3.8,6.1,0.625,4.9,10.8,15.6,2.2,1.8,2.8,4.6,6.7,23.6,94.0,95.0,
104.0,Darnell Hillman,28.0,2TM,PF,78.0,,1966.0,7.5,15.8,0.479,3.7,6.3,0.584,4.4,8.4,12.8,2.3,1.4,1.8,3.9,6.4,18.8,96.0,99.0,
105.0,Fred Brown,29.0,SEA,SG,72.0,,1965.0,11.8,24.3,0.488,4.1,4.6,0.898,1.4,3.0,4.4,5.6,2.6,0.6,3.8,3.4,27.8,106.0,99.0,
106.0,Don Ford,25.0,LAL,PF,79.0,,1945.0,6.3,13.4,0.472,1.6,2.1,0.756,2.5,5.7,8.2,3.3,1.6,1.1,2.0,4.9,14.2,102.0,102.0,
107.0,Charlie Criss,29.0,ATL,PG,77.0,,1935.0,7.7,18.0,0.425,5.7,7.1,0.797,0.6,2.3,2.9,7.1,2.6,0.1,3.6,3.4,21.0,100.0,102.0,
108.0,Bill Walton,25.0,POR,C,58.0,,1929.0,11.0,21.1,0.522,4.2,5.9,0.72,2.8,15.5,18.3,7.0,1.4,3.5,4.9,3.5,26.2,105.0,89.0,"MVP-1,AS,NBA1"
109.0,Jim Price,28.0,2TM,PG,83.0,,1929.0,6.8,15.1,0.448,3.1,3.9,0.799,1.3,4.7,6.0,6.0,2.6,0.2,4.0,4.6,16.6,95.0,101.0,
110.0,Ron Lee,25.0,PHO,PG,82.0,,1928.0,9.3,21.2,0.439,3.8,5.1,0.746,2.1,3.6,5.7,6.8,5.0,0.4,4.9,5.7,22.4,93.0,93.0,
111.0,Alvan Adams,23.0,PHO,C,70.0,,1914.0,9.8,20.1,0.485,4.8,6.6,0.73,3.6,9.2,12.7,5.1,1.9,1.4,5.3,5.4,24.4,98.0,95.0,
112.0,Otis Birdsong,22.0,KCK,SG,73.0,,1878.0,11.1,22.6,0.492,5.1,7.3,0.697,1.7,2.5,4.1,4.1,1.7,0.3,3.4,4.2,27.3,104.0,105.0,
113.0,Junior Bridgeman,24.0,MIL,SF,82.0,,1876.0,11.2,22.3,0.503,3.9,4.8,0.81,2.7,4.1,6.8,4.1,1.7,0.7,4.1,4.8,26.3,103.0,104.0,
114.0,Coby Dietrick,29.0,SAS,PF,79.0,,1876.0,5.9,12.8,0.46,2.1,2.7,0.781,1.7,6.7,8.4,5.1,1.9,1.3,3.4,5.4,13.8,95.0,101.0,
115.0,Eddie Johnson,22.0,ATL,SG,79.0,,1875.0,8.2,17.0,0.484,4.1,5.0,0.816,1.3,2.5,3.8,5.8,2.5,0.1,4.2,5.8,20.5,100.0,102.0,
116.0,Paul Griffin,24.0,NOJ,PF,82.0,,1853.0,3.8,8.6,0.447,2.7,3.8,0.713,3.8,8.4,12.2,4.1,2.1,1.1,3.6,5.5,10.3,95.0,98.0,
117.0,Robert Reid,22.0,HOU,SF,80.0,,1849.0,6.7,14.7,0.455,1.6,2.5,0.656,2.8,6.4,9.2,3.1,1.7,1.3,2.1,7.1,15.0,101.0,105.0,
118.0,John Johnson,30.0,2TM,SF,77.0,,1823.0,8.6,20.7,0.415,3.3,4.4,0.751,2.6,5.2,7.8,5.3,1.1,0.5,4.2,5.0,20.5,93.0,100.0,
119.0,Dave Twardzik,27.0,POR,PG,75.0,,1820.0,6.1,10.4,0.592,4.6,5.9,0.782,0.9,2.5,3.4,6.2,2.7,0.1,4.0,4.7,16.9,111.0,99.0,
120.0,Steve Mix,30.0,PHI,SF,82.0,20.0,1819.0,7.1,13.6,0.52,4.3,5.4,0.795,2.3,4.9,7.2,4.2,2.1,0.1,3.2,3.8,18.4,110.0,101.0,
122.0,E.C. Coleman,27.0,GSW,PF,72.0,,1801.0,5.3,11.2,0.475,1.0,1.4,0.727,2.9,6.5,9.5,2.5,1.7,0.6,2.4,6.4,11.7,97.0,100.0,
123.0,Jim Brewer,26.0,CLE,PF,80.0,,1798.0,4.5,10.1,0.449,1.2,2.6,0.46,4.7,8.1,12.8,2.5,1.5,1.2,2.7,4.6,10.2,94.0,98.0,
124.0,Tree Rollins,22.0,ATL,C,80.0,,1795.0,6.6,13.5,0.487,2.7,3.8,0.703,4.6,9.7,14.3,2.0,1.5,5.6,3.1,8.4,15.8,101.0,94.0,
125.0,Mark Olberding,21.0,SAS,PF,79.0,,1773.0,5.7,11.9,0.481,4.6,5.6,0.811,2.6,6.7,9.3,3.3,1.1,0.6,2.9,5.8,16.1,107.0,103.0,
126.0,John Mengelt,28.0,CHI,SG,81.0,8.0,1767.0,8.7,18.1,0.481,4.9,6.4,0.773,1.1,2.4,3.5,6.2,1.4,0.1,3.3,4.5,22.3,107.0,106.0,
127.0,Spencer Haywood,28.0,NYK,PF,67.0,57.0,1765.0,10.2,21.1,0.484,2.4,3.3,0.711,3.5,7.5,11.0,3.1,0.9,1.8,3.5,4.7,22.8,99.0,102.0,
128.0,Jim McElroy,24.0,NOJ,PG,74.0,,1760.0,7.2,15.3,0.473,3.1,4.2,0.737,1.1,2.6,3.7,7.4,1.5,0.9,3.6,2.8,17.6,101.0,104.0,
129.0,Mitch Kupchak,23.0,WSB,PF,67.0,,1759.0,9.9,19.4,0.512,7.1,10.2,0.697,4.1,7.5,11.6,1.8,0.7,1.1,4.6,4.9,26.9,105.0,101.0,
130.0,Bill Robinzine,25.0,KCK,PF,82.0,,1748.0,7.7,17.2,0.451,5.2,6.9,0.76,4.4,9.3,13.7,1.8,1.9,0.3,4.4,7.1,20.7,97.0,100.0,
131.0,Ron Behagen,27.0,3TM,PF,80.0,,1735.0,9.0,20.9,0.43,4.7,6.4,0.725,5.2,8.1,13.3,2.6,1.6,0.8,4.5,6.8,22.6,94.0,100.0,
132.0,Darryl Dawkins,21.0,PHI,C,70.0,11.0,1722.0,8.5,14.8,0.575,4.0,5.7,0.709,3.0,11.3,14.3,2.2,0.9,3.2,3.2,6.9,21.1,112.0,97.0,
133.0,Tom Owens,28.0,POR,C,82.0,,1714.0,8.4,17.2,0.49,5.5,7.5,0.741,5.2,9.3,14.5,4.3,0.9,1.0,4.1,7.1,22.4,107.0,97.0,
134.0,Wil Jones,30.0,BUF,PF,79.0,,1711.0,6.1,13.8,0.44,2.3,3.2,0.706,2.8,6.1,9.0,3.1,1.9,1.2,3.7,6.9,14.4,90.0,103.0,
135.0,Ollie Johnson,28.0,ATL,SF,82.0,,1704.0,8.0,16.9,0.472,3.0,3.5,0.854,2.4,4.7,7.1,3.3,2.2,1.0,2.9,4.9,19.0,101.0,100.0,
