Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
125.0,Maurice Cheeks,22.0,PHI,PG,82.0,82.0,2409.0,3.5609756097560976,6.975609756097561,0.51,1.2317073170731707,1.7073170731707317,0.721,63.0,191.0,254.0,431.0,174.0,12.0,193.0,198.0,8.353658536585366,0.0,
126.0,Tree Rollins,23.0,ATL,C,81.0,,1900.0,3.6666666666666665,6.851851851851852,0.535,1.0987654320987654,1.7407407407407407,0.631,219.0,369.0,588.0,49.0,46.0,254.0,87.0,328.0,8.432098765432098,1.0,
127.0,Marvin Webster,26.0,NYK,C,60.0,55.0,2027.0,4.4,9.3,0.473,2.5,4.366666666666666,0.573,198.0,457.0,655.0,172.0,24.0,112.0,170.0,183.0,11.3,0.0,
128.0,Larry Wright,24.0,WSB,PG,73.0,,1658.0,3.780821917808219,8.068493150684931,0.469,1.7123287671232876,2.3013698630136985,0.744,48.0,92.0,140.0,298.0,69.0,13.0,119.0,166.0,9.273972602739725,0.0,
130.0,Dave Twardzik,28.0,POR,PG,64.0,,1570.0,3.171875,5.953125,0.533,4.078125,4.671875,0.873,39.0,80.0,119.0,176.0,84.0,4.0,127.0,185.0,10.421875,0.0,
131.0,Mike Gale,28.0,SAS,SG,82.0,,2121.0,3.4634146341463414,7.463414634146342,0.464,1.1097560975609757,1.3170731707317074,0.843,40.0,146.0,186.0,374.0,152.0,40.0,153.0,192.0,8.036585365853659,0.0,
132.0,Ollie Johnson,29.0,CHI,SF,71.0,34.0,1734.0,3.9577464788732395,7.605633802816901,0.52,1.2394366197183098,1.5492957746478873,0.8,58.0,169.0,227.0,163.0,54.0,33.0,114.0,182.0,9.154929577464788,0.0,
133.0,Mark Landsberger,23.0,CHI,PF,80.0,44.0,1959.0,3.475,7.3125,0.475,1.1375,2.425,0.469,292.0,450.0,742.0,68.0,27.0,22.0,149.0,125.0,8.0875,0.0,
135.0,Don Buse,28.0,PHO,PG,82.0,82.0,2544.0,3.475609756097561,7.024390243902439,0.495,0.8536585365853658,1.1097560975609757,0.769,44.0,173.0,217.0,356.0,156.0,18.0,96.0,149.0,7.804878048780488,0.0,
138.0,T.R. Dunn,23.0,POR,SG,80.0,,1828.0,3.075,6.8625,0.448,1.525,1.975,0.772,145.0,199.0,344.0,103.0,86.0,23.0,93.0,166.0,7.675,0.0,
140.0,Joe Meriweather,25.0,2TM,C,77.0,26.0,1693.0,3.142857142857143,6.4935064935064934,0.484,1.6363636363636365,2.4285714285714284,0.674,143.0,266.0,409.0,79.0,40.0,94.0,130.0,283.0,7.922077922077922,0.0,
143.0,Mike Dunleavy,24.0,HOU,SG,74.0,,1486.0,2.9054054054054053,5.743243243243243,0.506,2.1486486486486487,2.4864864864864864,0.864,28.0,100.0,128.0,324.0,56.0,5.0,130.0,168.0,7.95945945945946,0.0,
144.0,John Gianelli,28.0,MIL,C,82.0,,2057.0,3.1219512195121952,6.426829268292683,0.486,0.8780487804878049,1.2439024390243902,0.706,122.0,286.0,408.0,160.0,44.0,57.0,106.0,196.0,7.121951219512195,0.0,
146.0,Quinn Buckner,24.0,MIL,PG,81.0,,1757.0,3.0987654320987654,6.827160493827161,0.454,0.9753086419753086,1.5432098765432098,0.632,57.0,153.0,210.0,468.0,156.0,17.0,208.0,224.0,7.172839506172839,0.0,
148.0,Mike Green,27.0,SAS,C,76.0,,1641.0,3.0921052631578947,6.276315789473684,0.493,1.3289473684210527,1.894736842105263,0.701,131.0,223.0,354.0,116.0,37.0,122.0,89.0,230.0,7.5131578947368425,0.0,
151.0,Clifford Ray,30.0,GSW,C,82.0,,1917.0,2.817073170731707,5.353658536585366,0.526,1.2926829268292683,2.317073170731707,0.558,213.0,395.0,608.0,136.0,47.0,50.0,153.0,264.0,6.926829268292683,0.0,
153.0,Darnell Hillman,29.0,KCK,PF,78.0,,1618.0,2.7051282051282053,5.487179487179487,0.493,1.6025641025641026,2.871794871794872,0.558,138.0,293.0,431.0,91.0,50.0,66.0,134.0,288.0,7.012820512820513,0.0,
154.0,Alvin Scott,23.0,PHO,SF,81.0,,1737.0,2.617283950617284,4.888888888888889,0.535,1.4814814814814814,2.074074074074074,0.714,104.0,256.0,360.0,126.0,80.0,62.0,99.0,139.0,6.716049382716049,0.0,
155.0,Jan van Breda Kolff,27.0,NJN,SF,80.0,,1998.0,2.45,5.2875,0.463,1.825,2.2875,0.798,108.0,274.0,382.0,180.0,85.0,74.0,135.0,235.0,6.725,0.0,
156.0,Ron Lee,26.0,2TM,PG,60.0,,1346.0,3.6333333333333333,8.45,0.43,1.6333333333333333,2.35,0.695,63.0,105.0,168.0,205.0,107.0,6.0,165.0,182.0,8.9,0.0,
161.0,Kevin Kunnert,27.0,SDC,C,81.0,,1684.0,2.888888888888889,6.185185185185185,0.467,0.691358024691358,1.0493827160493827,0.659,202.0,367.0,569.0,113.0,45.0,118.0,141.0,309.0,6.469135802469136,0.0,
163.0,Larry Steele,29.0,POR,SG,72.0,,1488.0,2.8194444444444446,6.708333333333333,0.42,1.5555555555555556,1.8888888888888888,0.824,58.0,113.0,171.0,142.0,74.0,10.0,96.0,208.0,7.194444444444445,0.0,
164.0,George Johnson,30.0,NJN,C,78.0,,2058.0,2.641025641025641,6.1923076923076925,0.427,1.3461538461538463,1.7692307692307692,0.761,201.0,415.0,616.0,88.0,68.0,253.0,178.0,315.0,6.628205128205129,0.0,
175.0,Paul Silas,35.0,SEA,PF,82.0,,1957.0,2.073170731707317,4.902439024390244,0.423,1.4146341463414633,2.3658536585365852,0.598,259.0,316.0,575.0,115.0,31.0,19.0,98.0,177.0,5.560975609756097,0.0,
176.0,James Hardy,22.0,NOJ,SF,68.0,,1456.0,2.8823529411764706,6.264705882352941,0.46,0.8970588235294118,1.2941176470588236,0.693,121.0,189.0,310.0,65.0,52.0,61.0,93.0,133.0,6.661764705882353,0.0,
188.0,Glen Gondrezick,23.0,NYK,SF,75.0,40.0,1602.0,2.1466666666666665,4.346666666666667,0.494,0.7333333333333333,1.2933333333333332,0.567,147.0,277.0,424.0,106.0,98.0,18.0,95.0,226.0,5.026666666666666,0.0,
198.0,Jim Brewer,27.0,2TM,PF,80.0,,1611.0,1.7625,3.9875,0.442,0.325,0.7875,0.413,159.0,316.0,475.0,87.0,61.0,66.0,97.0,174.0,3.85,0.0,
