Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
51.0,John Block,25.0,SDR,PF,82.0,,26.2,5.5,12.5,0.442,3.5,4.5,0.782,7.4,1.7,3.4,14.5,
52.0,Bill Bradley,26.0,NYK,SF,67.0,64.0,31.3,6.2,13.4,0.46,2.2,2.6,0.824,3.6,4.0,3.3,14.5,
53.0,Stu Lantz,23.0,SDR,PG,82.0,,30.1,5.5,12.5,0.443,3.4,4.4,0.77,3.1,3.5,2.9,14.5,
54.0,Jim Davis,28.0,ATL,C,82.0,,32.0,5.3,11.5,0.464,2.9,3.9,0.755,9.7,2.9,4.1,13.6,
55.0,Darrall Imhoff,31.0,PHI,C,79.0,,31.3,5.4,10.1,0.54,2.7,4.2,0.65,9.5,2.7,3.7,13.6,
56.0,Dick Snyder,25.0,2TM,SG,82.0,,29.7,5.6,10.5,0.528,2.1,2.5,0.813,3.9,4.2,3.4,13.2,
57.0,Bob Dandridge,22.0,MIL,SF,81.0,,30.4,5.4,11.0,0.485,2.5,3.3,0.754,7.7,3.6,3.4,13.2,
59.0,Jim Fox,26.0,PHO,C,81.0,,25.2,5.1,9.7,0.524,2.7,3.5,0.77,7.0,1.1,3.2,12.9,
60.0,Paul Silas,26.0,PHO,PF,78.0,,36.4,4.8,10.3,0.464,3.2,5.3,0.607,11.7,2.7,3.4,12.8,
61.0,Jim Washington,26.0,PHI,PF,79.0,,31.1,5.1,10.7,0.476,2.6,3.5,0.747,9.3,1.3,3.3,12.7,
62.0,Mel Counts,28.0,LAL,C,81.0,,27.1,5.4,12.6,0.427,1.9,2.5,0.776,8.4,2.0,3.8,12.6,
63.0,Bailey Howell,33.0,BOS,PF,82.0,,25.3,4.9,11.4,0.429,2.9,3.8,0.763,6.7,1.5,3.2,12.6,
64.0,Larry Siegfried,30.0,BOS,PG,78.0,,26.7,4.9,11.6,0.424,2.8,3.3,0.856,2.7,3.8,2.4,12.6,
65.0,Tom Meschery,31.0,SEA,SF,80.0,,28.7,4.9,10.2,0.482,2.5,3.1,0.79,8.3,2.0,4.0,12.3,
66.0,Jo Jo White,23.0,BOS,PG,60.0,,22.1,5.2,11.4,0.452,1.9,2.3,0.822,2.8,2.4,2.2,12.2,
68.0,Otto Moore,23.0,DET,C,81.0,,31.1,4.7,9.9,0.476,2.4,3.8,0.636,11.1,1.3,2.9,11.9,MVP-16
69.0,Wali Jones,27.0,PHI,PG,78.0,,22.3,4.7,10.9,0.43,2.4,2.9,0.841,2.2,3.5,2.7,11.8,
70.0,Walt Bellamy,30.0,2TM,C,79.0,,25.7,4.4,8.5,0.523,2.7,4.7,0.576,8.9,1.8,3.3,11.6,MVP-12
71.0,Dick Garrett,23.0,LAL,SG,73.0,,31.8,4.8,11.2,0.434,1.9,2.2,0.852,3.2,2.5,3.2,11.6,
74.0,Bob Weiss,27.0,CHI,PG,82.0,,31.0,4.5,10.4,0.427,2.6,3.1,0.842,2.8,5.8,2.5,11.5,
75.0,Terry Dischinger,29.0,DET,SF,75.0,,23.4,4.6,8.7,0.526,2.3,3.2,0.722,4.9,1.4,2.8,11.4,
76.0,Howard Komives,28.0,DET,PG,82.0,,29.5,4.4,10.7,0.413,2.3,2.9,0.812,2.4,3.8,3.0,11.2,
77.0,Clyde Lee,25.0,SFW,C,82.0,,32.2,4.4,10.0,0.44,2.2,3.7,0.593,11.3,1.0,3.2,11.0,
78.0,John Tresvant,30.0,2TM,PF,69.0,,21.7,3.8,8.6,0.444,3.0,4.1,0.725,6.2,1.6,3.0,10.6,
79.0,Tom Boerwinkle,24.0,CHI,C,81.0,,28.8,4.3,9.6,0.449,1.9,2.8,0.664,12.5,2.8,3.1,10.4,
80.0,Erwin Mueller,25.0,2TM,PF,78.0,,30.2,3.8,8.3,0.464,2.4,3.4,0.719,6.2,2.6,2.5,10.1,
81.0,Lucius Allen,22.0,SEA,PG,81.0,,22.4,3.8,8.5,0.442,2.2,3.1,0.731,2.6,4.2,2.5,9.8,
82.0,Greg Smith,23.0,MIL,PF,82.0,,28.9,4.1,8.1,0.511,1.5,2.1,0.718,8.7,1.9,3.7,9.8,
83.0,Hank Finkel,27.0,BOS,C,80.0,,23.3,3.9,8.5,0.454,2.0,2.9,0.67,7.7,1.3,3.7,9.7,
84.0,Norm Van Lier,22.0,CIN,PG,81.0,,35.7,3.7,9.2,0.403,2.0,2.8,0.741,5.0,6.2,4.1,9.5,
86.0,Keith Erickson,25.0,LAL,SF,68.0,,25.8,3.8,8.3,0.458,1.3,1.8,0.746,4.5,3.1,2.6,8.9,
88.0,Rick Roberson,22.0,LAL,C,74.0,,27.1,3.5,7.9,0.447,1.6,2.9,0.566,9.1,1.2,3.5,8.7,
97.0,Em Bryant,31.0,BOS,PG,71.0,,22.8,3.0,7.3,0.404,1.9,2.5,0.746,3.8,3.3,2.8,7.8,
100.0,Mike Riordan,24.0,NYK,SG,81.0,5.0,20.7,3.1,6.8,0.464,1.4,2.0,0.691,2.4,2.5,2.4,7.7,
104.0,Zaid Abdul-Aziz,23.0,MIL,PF,80.0,,20.5,3.0,6.8,0.434,1.5,2.3,0.643,7.5,0.8,2.1,7.4,
106.0,Johnny Egan,31.0,LAL,PG,72.0,,22.6,3.0,6.8,0.438,1.4,1.7,0.818,1.4,3.0,2.4,7.3,
111.0,Toby Kimball,27.0,SDR,PF,77.0,,21.1,2.8,6.6,0.429,1.4,2.4,0.578,8.1,1.2,2.4,7.1,
