Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
41.0,Johnny Green,27.0,NYK,PF,78.0,22.9,4.2,9.7,0.43,1.9,3.6,0.522,10.7,1.2,2.5,10.2,
42.0,Shellie McMillon,24.0,DET,SF,78.0,21.0,4.1,9.6,0.428,1.8,2.6,0.697,6.2,1.3,3.1,10.1,
43.0,Tom Hawkins,24.0,LAL,SF,78.0,23.7,4.0,9.2,0.431,1.8,3.0,0.596,6.1,1.1,2.7,9.7,
44.0,Andy Johnson,28.0,PHW,PF,79.0,25.3,3.8,10.6,0.359,2.0,3.5,0.571,4.4,2.6,3.2,9.6,
45.0,Si Green,27.0,STL,SG,76.0,25.9,3.5,9.4,0.366,2.3,3.3,0.704,5.0,3.4,3.1,9.2,
46.0,Charlie Tyra,25.0,NYK,PF,59.0,23.8,3.4,9.3,0.362,2.0,2.9,0.694,6.7,1.4,2.8,8.8,
48.0,Johnny McCarthy,26.0,STL,PG,79.0,31.9,3.4,9.4,0.357,1.5,2.9,0.54,4.1,5.4,3.4,8.3,
49.0,Jim Krebs,25.0,LAL,C,75.0,22.1,3.6,9.2,0.392,1.0,1.2,0.806,6.1,0.9,3.0,8.2,
50.0,Barney Cable,25.0,SYR,SF,75.0,21.9,3.5,7.7,0.463,1.0,1.4,0.676,6.3,1.1,3.3,8.1,
52.0,K.C. Jones,28.0,BOS,PG,78.0,20.6,2.6,7.7,0.338,2.4,3.6,0.664,3.6,3.2,2.4,7.6,
53.0,Woody Sauldsberry,26.0,STL,PF,69.0,21.6,3.3,11.1,0.299,0.8,1.4,0.56,7.1,1.1,2.9,7.5,
54.0,Mike Farmer,24.0,2TM,SF,59.0,22.1,3.1,7.8,0.39,1.2,1.6,0.734,6.4,1.4,2.2,7.3,
56.0,Al Attles,24.0,PHW,PG,77.0,20.1,2.9,7.1,0.409,1.3,2.1,0.599,2.8,2.3,3.1,7.0,
62.0,Chuck Noble,29.0,DET,SG,75.0,22.1,2.6,7.5,0.346,1.1,1.5,0.713,2.4,3.8,2.6,6.3,
