Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,DRtg,Awards
15.0,Rick Barry,32.0,GSW,SF,79.0,,2904.0,10.5,23.8,0.44,5.5,6.0,0.916,1.1,5.4,6.5,7.3,2.6,0.9,3.0,26.4,99.0,AS
16.0,Phil Smith,24.0,GSW,SG,82.0,82.0,2880.0,9.8,20.4,0.479,4.6,5.8,0.785,1.6,3.6,5.1,5.1,1.5,0.4,3.5,24.1,103.0,AS
17.0,Artis Gilmore,27.0,CHI,C,82.0,82.0,2877.0,9.5,18.2,0.522,6.5,9.8,0.66,5.2,12.6,17.8,3.3,0.7,3.4,4.4,25.5,93.0,MVP-10
18.0,Maurice Lucas,24.0,POR,PF,79.0,,2863.0,9.8,21.1,0.466,5.2,6.8,0.765,4.2,9.7,14.0,3.6,1.3,0.9,4.6,24.8,97.0,"MVP-9,AS"
19.0,Wes Unseld,30.0,WSB,C,82.0,82.0,2860.0,4.3,8.7,0.49,1.6,2.6,0.602,3.8,10.0,13.9,5.8,1.4,0.7,4.0,10.1,97.0,
20.0,Mickey Johnson,24.0,CHI,PF,81.0,81.0,2847.0,9.1,20.3,0.446,5.5,6.9,0.796,5.0,9.0,14.0,3.3,1.7,1.1,5.3,23.6,95.0,
21.0,Phil Chenier,26.0,WSB,SG,78.0,,2842.0,10.4,23.5,0.444,4.3,5.1,0.841,0.9,3.9,4.8,4.7,1.9,0.6,2.6,25.2,100.0,AS
22.0,Adrian Dantley,21.0,BUF,SF,77.0,,2816.0,8.6,16.6,0.52,7.6,9.2,0.818,4.0,5.3,9.3,2.3,1.4,0.2,3.4,24.8,103.0,ROY-1
23.0,Bob McAdoo,25.0,2TM,C,72.0,49.0,2798.0,11.8,23.0,0.512,6.1,8.2,0.738,3.2,11.6,14.7,3.3,1.2,1.6,4.2,29.6,97.0,AS
24.0,Tom Henderson,25.0,2TM,PG,87.0,,2791.0,6.1,13.5,0.449,3.8,5.1,0.744,0.7,3.2,3.9,9.8,2.3,0.3,2.4,15.9,101.0,
25.0,Truck Robinson,25.0,2TM,PF,77.0,,2777.0,9.4,19.7,0.478,5.2,7.1,0.73,4.1,9.5,13.6,2.3,1.1,0.6,4.2,24.0,99.0,
26.0,George McGinnis,26.0,PHI,PF,79.0,78.0,2769.0,10.5,23.0,0.458,6.0,8.7,0.681,5.2,9.4,14.6,4.8,2.6,0.6,4.8,27.0,94.0,"MVP-11,AS,NBA2"
27.0,Calvin Murphy,28.0,HOU,PG,82.0,,2764.0,10.2,20.8,0.49,4.7,5.3,0.886,0.9,2.0,2.9,6.6,2.5,0.1,4.8,25.1,104.0,
28.0,Scott Wedman,24.0,KCK,SF,81.0,,2743.0,8.6,18.6,0.46,3.4,4.0,0.855,3.1,5.2,8.3,3.7,1.6,0.4,3.7,20.5,101.0,
29.0,Brian Winters,24.0,MIL,SG,78.0,,2717.0,10.6,21.3,0.498,3.3,3.9,0.847,1.0,2.7,3.8,5.5,1.9,0.5,3.7,24.6,105.0,
30.0,Wil Jones,29.0,IND,PF,80.0,,2709.0,7.2,16.9,0.43,2.7,3.7,0.744,3.6,6.4,10.0,3.1,1.7,1.3,5.0,17.2,101.0,
31.0,George Gervin,24.0,SAS,SF,82.0,82.0,2705.0,11.5,21.2,0.544,7.0,8.4,0.833,2.1,5.1,7.2,3.8,1.7,1.7,4.5,30.1,102.0,"MVP-11,AS,NBA2"
32.0,Billy Paultz,28.0,SAS,C,82.0,82.0,2694.0,8.3,17.6,0.473,3.8,5.1,0.744,3.1,7.9,10.9,3.6,0.9,2.8,4.2,20.4,101.0,
33.0,John Drew,22.0,ATL,SF,74.0,,2688.0,11.8,24.2,0.487,7.0,9.9,0.714,4.8,6.7,11.5,2.3,1.7,0.5,4.7,30.6,101.0,
34.0,Walt Frazier,31.0,NYK,PG,76.0,67.0,2687.0,8.8,18.0,0.489,4.3,5.6,0.771,0.9,4.0,4.8,6.7,2.2,0.1,3.2,21.9,101.0,
35.0,Jim Brewer,25.0,CLE,PF,81.0,,2672.0,5.2,11.6,0.451,1.7,3.1,0.545,4.9,8.6,13.5,3.5,1.7,1.5,3.8,12.2,96.0,
36.0,Earl Monroe,32.0,NYK,SG,77.0,76.0,2656.0,10.2,19.8,0.517,5.1,6.1,0.839,0.8,3.0,3.7,6.1,1.5,0.4,3.3,25.6,103.0,AS
37.0,M.L. Carr,26.0,DET,SF,82.0,,2643.0,7.4,15.5,0.476,3.4,4.7,0.735,3.5,7.0,10.5,3.0,2.8,1.0,4.8,18.2,99.0,
38.0,Sidney Wicks,27.0,BOS,PF,82.0,,2642.0,7.8,17.1,0.458,5.2,7.8,0.668,4.5,9.4,13.9,2.9,1.1,1.0,5.6,20.9,96.0,
39.0,Henry Bibby,27.0,PHI,PG,81.0,80.0,2639.0,5.1,11.8,0.43,3.7,4.7,0.784,1.4,3.1,4.6,6.0,1.8,0.1,3.4,13.8,101.0,
40.0,Slick Watts,25.0,SEA,PG,79.0,,2627.0,7.3,17.4,0.422,2.9,5.0,0.587,1.4,3.9,5.3,10.8,3.7,0.4,4.4,17.6,97.0,
41.0,John Shumate,24.0,BUF,PF,74.0,,2601.0,7.0,13.9,0.502,5.2,7.7,0.671,2.8,9.3,12.1,2.7,1.5,1.4,3.4,19.2,99.0,
42.0,Paul Westphal,26.0,PHO,PG,81.0,,2600.0,11.8,22.8,0.518,6.3,7.6,0.825,1.0,2.3,3.3,7.9,2.3,0.4,3.0,29.9,99.0,"AS,NBA1"
43.0,Mike Gale,26.0,SAS,SG,82.0,,2598.0,5.8,12.5,0.468,2.3,2.8,0.82,0.9,3.6,4.5,7.8,3.2,0.8,3.7,13.9,101.0,
44.0,Sam Lacey,28.0,KCK,C,82.0,,2595.0,5.7,13.5,0.422,3.7,4.9,0.762,3.3,9.5,12.8,6.7,2.1,2.3,5.1,15.1,96.0,
45.0,Cazzie Russell,32.0,LAL,SF,82.0,82.0,2583.0,10.3,20.9,0.49,3.3,3.9,0.858,1.5,3.7,5.2,3.7,1.5,0.1,2.9,23.9,102.0,
46.0,Jamaal Wilkes,23.0,GSW,PF,76.0,,2579.0,9.5,19.8,0.478,4.3,5.4,0.797,2.7,7.3,10.0,3.6,2.2,0.3,3.8,23.2,99.0,
47.0,Chris Ford,28.0,DET,SG,82.0,82.0,2539.0,7.6,16.0,0.476,2.3,3.0,0.771,1.7,3.0,4.7,5.9,3.1,0.5,3.3,17.5,101.0,
48.0,John Lucas,23.0,HOU,SG,82.0,,2531.0,7.3,15.2,0.477,2.5,3.2,0.789,1.0,3.1,4.1,8.7,2.3,0.4,3.3,17.1,104.0,ROY-2
49.0,Dan Issel,28.0,DEN,C,79.0,,2507.0,11.4,22.1,0.515,7.7,9.6,0.797,3.6,8.3,12.0,3.0,1.6,0.5,4.2,30.4,96.0,AS
50.0,Moses Malone,21.0,2TM,C,82.0,,2506.0,7.4,15.3,0.48,5.8,8.3,0.693,8.3,12.0,20.3,1.7,1.3,3.4,5.2,20.5,97.0,MVP-6
51.0,Bob Dandridge,29.0,MIL,SF,70.0,,2501.0,10.4,22.2,0.467,5.0,6.5,0.771,2.6,5.2,7.8,4.8,1.7,0.5,3.9,25.8,104.0,
52.0,Brian Taylor,25.0,KCK,PG,72.0,,2488.0,9.1,18.0,0.504,4.1,5.0,0.818,1.6,2.7,4.3,5.8,3.6,0.3,3.7,22.3,99.0,
53.0,Ken Charles,25.0,ATL,SG,82.0,,2487.0,6.5,15.8,0.414,3.8,4.7,0.801,0.8,2.3,3.1,5.4,2.6,0.8,4.4,16.9,102.0,
54.0,Lucius Allen,29.0,LAL,PG,78.0,,2482.0,8.7,19.1,0.456,3.6,4.7,0.774,1.1,3.6,4.6,7.5,2.1,0.4,3.4,21.0,101.0,
55.0,John Williamson,25.0,2TM,SG,72.0,,2481.0,11.4,24.8,0.459,4.8,6.1,0.787,0.8,2.8,3.6,3.7,2.0,0.2,4.5,27.5,103.0,
56.0,Wilbur Holland,25.0,CHI,SG,79.0,70.0,2453.0,10.0,21.9,0.454,3.1,3.8,0.823,1.5,3.4,4.9,4.9,3.3,0.3,3.9,23.0,96.0,
57.0,Bob Lanier,28.0,DET,C,64.0,,2446.0,12.2,22.9,0.534,4.7,5.7,0.818,3.6,9.8,13.4,3.9,1.3,2.3,3.1,29.2,99.0,"MVP-4,AS"
58.0,Tim Bassett,25.0,NYN,PF,76.0,,2442.0,5.6,14.0,0.396,1.9,3.4,0.571,3.3,8.8,12.1,2.1,1.8,1.0,4.7,13.0,97.0,
59.0,Bobby Jones,25.0,DEN,PF,82.0,82.0,2419.0,8.9,15.7,0.57,4.2,5.9,0.717,3.1,9.0,12.1,4.7,3.3,2.9,4.2,22.1,90.0,AS
60.0,Junior Bridgeman,23.0,MIL,SF,82.0,,2410.0,9.0,20.1,0.449,3.6,4.2,0.864,2.4,5.3,7.7,3.8,1.5,0.5,4.1,21.7,104.0,
61.0,Austin Carr,28.0,CLE,SG,82.0,,2409.0,11.0,24.0,0.457,4.2,5.3,0.795,2.4,2.4,4.7,4.3,1.1,0.2,4.3,26.1,103.0,
62.0,Don Chaney,30.0,LAL,SG,81.0,,2408.0,4.1,9.9,0.408,1.3,1.8,0.745,2.3,4.0,6.3,5.9,2.7,0.6,4.3,9.4,99.0,
63.0,Jan van Breda Kolff,25.0,NYN,SF,72.0,,2398.0,5.2,11.8,0.445,3.8,4.4,0.855,3.0,5.9,8.9,2.3,1.4,1.3,4.0,14.2,99.0,
64.0,Jim Chones,27.0,CLE,C,82.0,,2378.0,8.9,19.3,0.463,3.1,4.2,0.731,4.1,9.5,13.7,2.1,0.6,1.5,5.1,21.0,98.0,
65.0,E.C. Coleman,26.0,NOJ,PF,77.0,,2369.0,5.5,11.9,0.462,1.5,2.1,0.732,2.8,7.5,10.4,1.9,1.2,0.6,5.3,12.5,99.0,
66.0,Scott May,22.0,CHI,SF,72.0,61.0,2369.0,8.7,19.3,0.451,3.8,4.6,0.828,2.9,6.0,8.9,2.9,1.6,0.3,3.7,21.3,98.0,
67.0,Darnell Hillman,27.0,IND,C,82.0,,2302.0,7.0,15.8,0.443,3.1,4.8,0.66,4.4,9.1,13.5,3.2,1.8,2.1,6.9,17.1,98.0,
68.0,Alvan Adams,22.0,PHO,C,72.0,,2278.0,10.3,21.8,0.474,5.0,6.6,0.754,3.6,9.3,12.9,6.4,1.9,1.7,5.1,25.6,94.0,
69.0,Ernie DiGregorio,26.0,BUF,PG,81.0,,2267.0,7.2,17.3,0.417,2.7,2.9,0.945,1.0,2.6,3.6,7.5,1.1,0.1,3.0,17.1,106.0,
70.0,Richard Washington,21.0,KCK,PF,82.0,,2265.0,8.9,20.6,0.431,3.5,5.1,0.697,4.0,9.9,13.9,1.7,1.3,1.8,6.5,21.3,98.0,
71.0,Bill Walton,24.0,POR,C,65.0,,2264.0,9.6,18.3,0.528,4.5,6.4,0.697,4.1,14.2,18.3,4.8,1.3,4.1,3.4,23.7,91.0,"MVP-2,AS,NBA2"
72.0,Al Skinner,24.0,NYN,SG,79.0,,2256.0,7.8,18.2,0.431,4.7,6.0,0.791,2.3,5.1,7.4,5.9,2.1,1.1,5.7,20.4,99.0,
73.0,World B. Free,23.0,PHI,SG,78.0,37.0,2253.0,9.2,20.1,0.457,6.6,9.1,0.72,1.9,2.8,4.7,5.2,1.5,0.5,4.1,24.9,101.0,
74.0,Bob Gross,23.0,POR,SF,82.0,,2232.0,7.5,14.2,0.529,3.6,4.3,0.851,3.4,4.4,7.8,4.8,2.1,1.1,5.1,18.6,99.0,
75.0,Lionel Hollins,23.0,POR,PG,76.0,,2224.0,9.0,20.9,0.432,4.3,5.7,0.749,1.0,3.2,4.2,6.3,3.3,0.8,5.3,22.4,98.0,
76.0,Howard Porter,28.0,DET,PF,78.0,,2200.0,9.3,19.3,0.483,2.1,2.4,0.858,3.1,6.1,9.2,1.1,1.0,1.5,4.1,20.7,103.0,
77.0,Curtis Rowe,27.0,BOS,PF,79.0,,2190.0,6.4,12.9,0.498,3.5,4.9,0.708,3.8,7.6,11.5,2.2,0.5,1.0,4.4,16.3,99.0,
78.0,Jim McMillian,28.0,NYK,SF,67.0,60.0,2158.0,6.1,13.2,0.464,1.4,1.8,0.779,1.4,5.0,6.3,2.9,1.3,0.1,2.1,13.6,102.0,
79.0,Bingo Smith,30.0,CLE,SF,81.0,,2135.0,11.4,25.4,0.446,3.3,4.0,0.818,2.0,5.0,7.0,3.4,1.4,0.7,4.7,26.0,100.0,
80.0,Mike Newlin,28.0,HOU,SG,82.0,,2119.0,8.7,19.0,0.455,6.0,6.8,0.885,1.2,3.4,4.6,7.2,1.3,0.1,5.1,23.3,106.0,
81.0,Kevin Porter,26.0,DET,PG,81.0,,2117.0,6.5,12.6,0.512,2.0,2.8,0.729,0.6,1.5,2.0,12.3,1.8,0.2,5.6,14.9,105.0,
82.0,Campy Russell,25.0,CLE,SF,70.0,,2109.0,9.8,22.5,0.434,6.5,8.3,0.778,3.2,6.2,9.4,4.2,1.6,0.5,4.4,26.0,99.0,
83.0,Lonnie Shelton,21.0,NYK,PF,82.0,57.0,2104.0,8.4,17.6,0.476,3.4,4.7,0.707,4.6,8.7,13.4,3.1,2.6,2.1,7.7,20.2,95.0,
84.0,Fred Brown,28.0,SEA,SG,72.0,,2098.0,11.4,23.9,0.479,3.6,4.1,0.884,1.5,3.5,5.0,3.8,2.7,0.4,3.0,26.5,99.0,
85.0,Quinn Buckner,22.0,MIL,PG,79.0,,2095.0,6.3,14.6,0.434,1.8,3.3,0.539,1.9,3.7,5.6,7.9,4.1,0.4,6.2,14.4,100.0,
86.0,Otto Moore,30.0,NOJ,C,81.0,,2084.0,4.1,10.2,0.405,2.0,2.9,0.679,3.7,10.0,13.7,3.9,1.2,2.5,5.0,10.2,96.0,
87.0,Kim Hughes,24.0,NYN,C,81.0,,2081.0,3.4,7.9,0.427,0.4,1.5,0.275,4.2,8.3,12.5,2.2,2.7,2.6,6.8,7.1,94.0,
88.0,Joe Meriweather,23.0,ATL,C,74.0,,2068.0,7.1,13.5,0.526,4.0,5.7,0.714,4.8,8.4,13.2,1.8,0.9,1.8,7.2,18.2,100.0,
89.0,Kevin Kunnert,25.0,HOU,C,81.0,,2050.0,7.7,15.8,0.486,2.1,2.9,0.738,4.9,10.6,15.5,3.6,0.8,2.4,8.3,17.5,100.0,
90.0,Jim Cleamons,27.0,CLE,PG,60.0,,2045.0,5.9,13.7,0.434,2.6,3.4,0.757,2.3,4.0,6.3,7.1,1.5,0.5,2.9,14.5,101.0,
91.0,Doug Collins,25.0,PHI,SG,58.0,47.0,2037.0,9.3,17.9,0.518,4.6,5.4,0.84,1.4,2.8,4.2,5.9,1.5,0.3,3.8,23.1,101.0,AS
92.0,Jim McElroy,23.0,NOJ,PG,73.0,,2029.0,6.6,14.1,0.47,3.7,4.8,0.779,1.2,2.8,4.0,5.7,1.3,0.2,2.6,17.0,103.0,
93.0,Caldwell Jones,26.0,PHI,C,82.0,57.0,2023.0,4.7,9.3,0.507,1.4,2.5,0.552,4.2,10.4,14.6,2.0,0.9,4.4,6.6,10.8,93.0,
94.0,Clifford Ray,28.0,GSW,C,77.0,,2018.0,5.8,9.9,0.584,2.3,4.4,0.528,4.4,9.2,13.6,2.5,1.6,1.8,5.3,13.9,97.0,
95.0,Allan Bristow,25.0,SAS,SF,82.0,,2017.0,7.8,15.9,0.489,4.4,5.5,0.798,2.5,4.9,7.4,5.1,1.9,0.0,4.2,19.9,103.0,
96.0,Ricky Sobers,24.0,PHO,SG,79.0,,2005.0,9.3,18.7,0.496,5.5,6.5,0.841,1.8,3.4,5.3,5.3,2.1,0.3,5.8,24.0,99.0,
97.0,Ted McClain,30.0,DEN,SG,72.0,,2002.0,5.3,11.9,0.445,2.1,2.9,0.744,1.1,3.8,4.9,7.0,2.3,0.3,5.5,12.7,98.0,
98.0,Bruce Seals,23.0,SEA,PF,81.0,,1977.0,8.6,19.3,0.444,3.1,4.4,0.708,2.7,5.4,8.0,2.1,1.1,1.3,6.0,20.3,100.0,
99.0,Dave Robisch,27.0,IND,C,80.0,,1966.0,8.4,18.5,0.455,4.9,5.8,0.832,3.9,8.7,12.6,3.6,1.3,0.8,3.9,21.7,101.0,
100.0,Swen Nater,27.0,MIL,C,72.0,,1960.0,8.7,16.4,0.528,3.9,5.2,0.754,6.0,13.5,19.6,2.4,1.2,1.2,4.8,21.2,98.0,
101.0,Paul Silas,33.0,DEN,PF,81.0,,1959.0,4.5,12.6,0.36,3.7,5.6,0.667,5.2,8.2,13.4,2.9,1.3,0.5,4.0,12.8,97.0,
102.0,Steve Mix,29.0,PHI,SF,75.0,9.0,1958.0,6.5,12.5,0.523,4.9,6.0,0.817,2.9,5.6,8.5,3.4,2.0,0.5,3.8,17.9,98.0,
103.0,Mark Olberding,20.0,SAS,PF,82.0,,1949.0,6.6,13.2,0.503,5.5,7.0,0.794,3.6,6.3,9.9,2.6,1.3,0.6,6.1,18.8,103.0,
104.0,Dave Twardzik,26.0,POR,PG,74.0,,1937.0,6.0,9.9,0.612,5.5,6.5,0.842,1.7,2.9,4.6,5.7,2.9,0.3,5.2,17.5,99.0,
105.0,Gus Williams,23.0,GSW,PG,82.0,,1930.0,7.5,16.2,0.464,2.6,3.5,0.747,1.7,3.7,5.4,6.7,2.8,0.4,5.0,17.6,100.0,
106.0,Mike Green,25.0,SEA,C,76.0,,1928.0,6.8,15.3,0.441,3.9,5.5,0.706,4.5,7.3,11.7,2.8,1.0,3.0,4.7,17.4,98.0,
107.0,John Gianelli,26.0,2TM,C,76.0,15.0,1913.0,6.0,13.5,0.444,2.1,2.9,0.72,3.6,7.5,11.1,1.9,0.8,2.3,4.0,14.1,101.0,
108.0,Mike Bantom,25.0,2TM,SF,77.0,,1909.0,8.6,18.1,0.478,5.4,7.4,0.723,4.4,6.9,11.3,2.4,1.5,1.2,5.6,22.7,99.0,
110.0,Ron Lee,24.0,PHO,PG,82.0,,1849.0,8.4,19.1,0.441,3.5,5.1,0.676,2.4,4.9,7.3,6.4,3.8,0.8,6.7,20.4,94.0,
111.0,Jim Price,27.0,3TM,PG,81.0,,1828.0,6.0,13.5,0.446,2.0,2.5,0.806,1.2,4.3,5.5,6.2,3.0,0.5,5.9,14.0,97.0,
112.0,Armond Hill,23.0,ATL,PG,81.0,,1825.0,4.4,11.0,0.399,3.5,4.4,0.799,1.0,2.6,3.6,10.1,2.1,0.2,6.2,12.3,103.0,
113.0,Tom Burleson,24.0,SEA,C,82.0,82.0,1803.0,7.2,16.3,0.442,5.5,7.5,0.731,4.6,9.1,13.7,2.3,1.8,2.9,6.5,19.8,95.0,
114.0,Don Ford,24.0,LAL,PF,82.0,82.0,1782.0,6.7,14.7,0.46,1.9,2.6,0.716,2.7,6.4,9.1,3.4,1.5,0.5,4.4,15.4,100.0,
115.0,Nate Williams,26.0,NOJ,SF,79.0,,1776.0,10.4,23.1,0.451,3.7,4.9,0.753,2.7,5.0,7.7,2.3,1.9,0.4,5.0,24.6,100.0,
116.0,Coby Dietrick,28.0,SAS,C,82.0,,1772.0,6.9,15.0,0.46,2.9,4.0,0.717,2.7,6.3,9.0,3.6,2.1,1.4,6.5,16.7,101.0,
117.0,Dennis Awtrey,28.0,PHO,C,72.0,,1760.0,4.1,9.5,0.429,2.3,3.2,0.722,2.8,6.3,9.1,4.7,0.6,0.8,4.3,10.5,100.0,
118.0,Ira Terrell,22.0,PHO,SF,78.0,,1751.0,7.1,14.0,0.508,2.9,4.5,0.631,2.5,7.4,9.9,2.6,1.1,1.2,4.2,17.1,97.0,
119.0,Lou Hudson,32.0,ATL,SG,58.0,,1745.0,10.9,23.8,0.456,3.7,4.4,0.84,1.3,2.1,3.4,4.1,1.8,0.5,4.2,25.5,104.0,
120.0,John Johnson,29.0,HOU,SF,79.0,,1738.0,8.7,19.0,0.458,2.6,3.6,0.712,2.0,5.2,7.2,4.4,1.3,0.7,5.4,20.0,104.0,
121.0,Don Adams,29.0,BUF,SF,77.0,,1710.0,5.7,13.8,0.411,3.4,4.5,0.746,3.4,6.3,9.7,3.9,1.9,0.4,5.3,14.7,101.0,
122.0,Dick Snyder,32.0,CLE,SG,82.0,,1685.0,8.9,19.4,0.456,3.6,4.2,0.852,1.3,2.9,4.2,4.5,1.3,0.8,5.0,21.3,102.0,
123.0,Charles Dudley,26.0,GSW,PG,79.0,,1682.0,5.8,11.1,0.523,3.4,5.4,0.635,3.2,4.7,7.8,9.2,1.8,0.2,4.5,15.1,102.0,
124.0,Larry Steele,27.0,POR,SG,81.0,,1680.0,8.6,17.2,0.5,4.8,6.0,0.806,1.9,3.1,5.0,4.5,3.1,0.3,5.7,22.1,98.0,
125.0,Dennis Johnson,22.0,SEA,SG,81.0,,1667.0,7.7,15.3,0.504,4.8,7.7,0.624,4.3,3.8,8.1,3.3,3.3,1.5,6.0,20.2,97.0,
126.0,Herm Gilliam,30.0,POR,SG,80.0,,1665.0,8.7,19.9,0.438,2.5,3.2,0.767,1.7,3.7,5.4,4.5,2.0,0.2,4.5,19.9,100.0,
127.0,Nick Weatherspoon,26.0,2TM,SF,62.0,,1657.0,8.4,18.7,0.449,2.5,3.9,0.632,3.3,8.4,11.6,1.4,1.4,0.8,4.6,19.3,98.0,
128.0,George Johnson,28.0,2TM,C,78.0,,1652.0,5.4,11.6,0.462,1.9,2.6,0.724,5.5,11.0,16.5,2.8,1.0,4.8,6.7,12.6,95.0,
129.0,Willie Norwood,29.0,SEA,SF,76.0,,1647.0,5.9,12.6,0.469,4.1,5.6,0.733,3.5,4.5,8.0,2.7,1.7,0.2,5.2,15.9,101.0,
130.0,Paul Griffin,23.0,NOJ,PF,81.0,,1645.0,3.8,7.0,0.547,3.9,5.5,0.721,4.5,8.9,13.5,4.5,1.4,1.2,6.6,11.6,97.0,
131.0,Dan Roundfield,23.0,IND,PF,61.0,,1645.0,9.3,20.0,0.466,4.5,6.5,0.686,4.9,9.2,14.1,1.9,1.7,3.6,6.6,23.1,97.0,
133.0,Louie Dampier,32.0,SAS,PG,80.0,,1634.0,6.1,13.3,0.46,1.7,2.3,0.744,0.6,1.4,2.0,6.1,1.3,0.4,2.4,13.9,107.0,
135.0,Ralph Simpson,27.0,DET,SG,77.0,,1597.0,9.8,23.0,0.427,3.8,5.4,0.708,1.3,3.7,5.0,5.0,1.9,0.1,2.8,23.5,104.0,
136.0,Bill Robinzine,24.0,KCK,PF,75.0,,1594.0,8.7,19.2,0.453,4.5,6.1,0.736,4.6,8.8,13.4,2.7,2.4,0.4,8.0,21.9,97.0,
137.0,Eric Money,21.0,DET,PG,73.0,,1586.0,9.2,17.6,0.521,2.5,3.2,0.789,1.2,2.3,3.5,6.8,2.5,0.4,5.5,20.8,103.0,
142.0,Dave Bing,33.0,WSB,SG,64.0,,1516.0,8.1,17.8,0.454,4.1,5.3,0.773,1.6,2.7,4.3,8.2,1.8,0.1,4.5,20.3,101.0,
148.0,Elmore Smith,27.0,2TM,C,70.0,,1464.0,7.5,15.8,0.475,3.6,6.6,0.549,3.6,10.1,13.7,1.3,1.1,4.5,6.5,18.7,96.0,
160.0,Tom Barker,21.0,ATL,C,59.0,,1354.0,6.2,14.8,0.417,3.8,5.6,0.683,3.8,9.8,13.6,2.0,1.1,1.4,7.6,16.1,99.0,
