Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
18.0,Red Rocha,28.0,SYR,C,66.0,38.5,4.5,11.3,0.401,3.8,5.0,0.77,8.3,1.9,3.8,12.9,AS
19.0,Don Barksdale,28.0,BLB,PF,62.0,32.5,4.4,13.0,0.338,3.8,5.5,0.691,9.7,2.2,3.7,12.6,
20.0,Leo Barnhorst,27.0,INO,SF,66.0,35.5,5.3,13.6,0.389,1.8,2.8,0.652,6.5,3.9,3.0,12.4,AS
22.0,Don Otten,30.0,2TM,C,64.0,28.0,3.5,9.9,0.349,5.0,6.5,0.773,6.8,1.9,3.4,12.0,
23.0,Andy Phillip,29.0,PHW,SG,66.0,44.4,4.2,11.5,0.366,3.5,4.7,0.753,6.6,8.2,3.3,12.0,"AS,NBA2"
25.0,Stan Miasek,28.0,BLB,PF,66.0,32.9,3.9,10.7,0.365,4.0,5.6,0.707,9.7,2.1,3.9,11.8,
26.0,Dike Eddleman,29.0,2TM,SF,66.0,28.8,4.1,12.3,0.332,3.1,5.0,0.611,4.1,2.0,3.8,11.3,AS
27.0,Jack Coleman,27.0,ROC,PF,66.0,39.5,4.7,11.2,0.415,1.8,2.6,0.71,10.5,3.2,3.3,11.2,
28.0,Harry Gallatin,24.0,NYK,PF,66.0,29.3,3.5,8.0,0.442,4.2,5.2,0.806,10.0,1.7,3.4,11.2,AS
29.0,Dick Mehen,29.0,MLH,PF,65.0,35.3,4.5,12.7,0.356,1.8,2.6,0.701,4.3,2.6,3.2,10.8,
30.0,Bill Sharman,25.0,BOS,SG,63.0,22.0,3.9,10.0,0.389,2.9,3.4,0.859,3.5,2.4,2.9,10.7,
31.0,Nat Clifton,29.0,NYK,PF,62.0,33.9,3.9,11.8,0.335,2.7,4.1,0.664,11.8,3.4,3.7,10.6,
32.0,Bob Lavoy,25.0,INO,PF,63.0,29.0,3.8,9.6,0.397,2.7,3.5,0.753,7.6,1.7,3.3,10.3,
34.0,Arnie Johnson,31.0,ROC,SF,66.0,32.7,2.7,6.2,0.433,4.6,5.9,0.778,6.1,2.8,3.9,10.0,
35.0,George King,23.0,SYR,PG,66.0,28.6,3.6,8.8,0.406,2.8,4.0,0.712,4.2,3.7,3.0,10.0,
36.0,Don Boven,26.0,MLH,SG,66.0,30.0,3.0,10.1,0.299,3.9,5.3,0.731,5.1,2.7,4.1,9.9,
37.0,Connie Simmons,26.0,NYK,C,66.0,23.6,3.4,9.1,0.378,2.7,3.8,0.689,7.1,1.8,3.2,9.5,
38.0,Bill Tosheff,25.0,INO,PG,65.0,31.6,3.3,10.0,0.327,2.8,3.4,0.824,3.3,3.4,3.1,9.4,ROY-1
39.0,Frank Kudelka,26.0,BLB,SF,65.0,24.4,3.1,9.4,0.332,3.0,4.0,0.767,4.2,2.8,3.4,9.3,
40.0,Slater Martin,26.0,MNL,PG,66.0,37.6,3.6,9.6,0.375,2.2,2.9,0.747,3.5,3.8,3.4,9.3,
41.0,Mel Hutchins,23.0,MLH,C,66.0,39.7,3.5,9.6,0.365,2.2,3.4,0.644,13.3,2.9,2.9,9.2,ROY-1
42.0,Dick McGuire,26.0,NYK,PG,64.0,31.5,3.2,7.4,0.43,2.9,4.5,0.631,5.2,6.1,2.8,9.2,AS
44.0,Paul Seymour,24.0,SYR,SG,66.0,33.5,3.1,9.3,0.335,2.8,3.7,0.759,3.4,3.3,2.5,9.1,
45.0,Ralph O'Brien,23.0,INO,SG,64.0,24.6,3.6,9.6,0.372,1.9,2.3,0.819,1.9,1.9,1.8,9.0,
46.0,Jack Kerris,27.0,FTW,PF,66.0,32.5,2.8,7.3,0.388,3.3,4.9,0.668,7.8,3.2,4.0,8.9,
48.0,Odie Spears,27.0,ROC,SF,66.0,25.3,3.4,8.6,0.395,1.8,2.3,0.763,4.6,2.5,3.4,8.6,
49.0,Bob Donham,25.0,BOS,SG,66.0,30.0,3.0,6.3,0.487,2.3,4.4,0.509,5.0,3.5,3.4,8.3,
52.0,Chuck Cooper,25.0,BOS,SF,66.0,29.9,3.0,8.3,0.361,2.3,3.0,0.741,7.6,2.0,3.3,8.2,
55.0,Ralph Johnson,30.0,FTW,PG,66.0,34.3,3.2,9.0,0.356,1.5,2.1,0.721,3.4,3.2,3.7,7.9,
56.0,Ed Mikan,26.0,PHW,C,66.0,27.0,3.1,8.7,0.354,1.8,2.2,0.784,7.5,1.3,3.8,7.9,
57.0,Bob Harris,24.0,BOS,PF,66.0,28.8,2.9,7.0,0.41,2.0,3.2,0.641,8.0,1.8,2.9,7.8,
60.0,George Ratkovicz,29.0,SYR,PF,66.0,20.5,2.5,7.2,0.349,2.5,3.7,0.674,5.0,1.4,3.6,7.5,
62.0,Ray Lumpp,28.0,NYK,SG,62.0,21.2,3.0,7.7,0.387,1.5,1.9,0.756,2.0,2.0,2.7,7.4,
63.0,Wally Osterkorn,23.0,SYR,SF,66.0,26.1,2.2,6.3,0.351,3.0,5.1,0.594,6.7,1.8,3.4,7.4,
66.0,Kevin O'Shea,26.0,2TM,,65.0,26.5,2.4,7.2,0.328,2.2,3.2,0.686,3.1,2.6,2.7,6.9,
67.0,Pep Saul,27.0,2TM,SG,64.0,23.1,2.5,6.8,0.36,1.9,2.4,0.778,2.6,2.3,1.9,6.8,
70.0,Alex Hannum,28.0,2TM,PF,66.0,22.8,2.6,7.0,0.368,1.5,2.1,0.71,5.1,2.0,4.1,6.6,
71.0,Bob Harrison,24.0,MNL,SG,65.0,26.3,2.4,7.5,0.32,1.4,1.9,0.718,2.5,2.9,3.1,6.2,
73.0,Bob Brannum,25.0,BOS,PF,66.0,20.1,2.3,6.1,0.369,1.6,2.6,0.626,6.2,1.2,3.6,6.1,
91.0,Bob Wilson,25.0,MLH,PG,63.0,20.8,1.3,4.2,0.299,1.2,2.1,0.578,3.3,1.7,2.7,3.7,
