Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
11.0,Rick Barry,31.0,GSW,SF,81.0,,38.5,8.7,20.0,0.435,3.5,3.8,0.923,0.9,5.2,6.1,6.1,2.5,0.3,2.7,21.0,"MVP-4,AS,NBA1"
12.0,Calvin Murphy,27.0,HOU,PG,82.0,82.0,36.5,8.2,16.7,0.493,4.5,5.0,0.907,0.6,1.9,2.5,7.3,1.8,0.1,3.6,21.0,
13.0,Doug Collins,24.0,PHI,SG,77.0,77.0,38.9,8.0,15.5,0.513,4.8,5.8,0.836,1.6,2.4,4.0,2.5,1.4,0.3,3.2,20.8,"MVP-20,AS"
14.0,Earl Monroe,31.0,NYK,SG,76.0,76.0,38.0,8.5,17.8,0.478,3.7,4.7,0.787,0.6,3.0,3.6,4.0,1.5,0.3,2.8,20.7,MVP-12
15.0,Paul Westphal,25.0,PHO,PG,82.0,,36.1,8.0,16.2,0.494,4.5,5.4,0.83,0.9,2.3,3.2,5.4,2.6,0.5,2.7,20.5,MVP-24
16.0,Phil Smith,23.0,GSW,SG,82.0,82.0,34.1,8.0,16.9,0.477,3.9,5.0,0.788,1.6,3.0,4.6,4.4,1.3,0.2,2.7,20.0,"MVP-7,AS,NBA2"
17.0,Phil Chenier,25.0,WSB,SG,80.0,,36.9,8.2,16.9,0.483,3.5,4.3,0.827,1.1,3.0,4.0,3.2,2.0,0.6,2.3,19.9,MVP-17
18.0,Spencer Haywood,26.0,NYK,PF,78.0,78.0,37.1,7.8,17.4,0.445,4.3,5.7,0.757,3.0,8.3,11.3,1.2,0.7,1.0,3.3,19.9,
19.0,Elvin Hayes,30.0,WSB,PF,80.0,,37.2,8.1,17.3,0.47,3.6,5.7,0.628,2.6,8.4,11.0,1.5,1.3,2.5,3.7,19.8,"MVP-8,AS,NBA2"
20.0,Gail Goodrich,32.0,LAL,SG,75.0,,35.3,7.8,17.6,0.441,3.9,4.6,0.847,1.3,1.6,2.9,5.6,1.6,0.2,3.2,19.5,
21.0,Walt Frazier,30.0,NYK,PG,59.0,59.0,41.1,8.0,16.4,0.485,3.2,3.8,0.823,1.3,5.4,6.8,5.9,1.8,0.2,2.8,19.1,"MVP-17,AS"
22.0,Bob Love,33.0,CHI,SF,76.0,65.0,37.1,7.1,18.3,0.39,4.8,5.9,0.801,2.5,4.2,6.7,1.9,0.8,0.1,3.1,19.1,
23.0,Sidney Wicks,26.0,POR,PF,79.0,,38.5,7.3,15.2,0.483,4.4,6.5,0.674,3.1,5.9,9.0,3.1,1.0,0.7,3.2,19.1,
24.0,Alvan Adams,21.0,PHO,C,80.0,,33.2,7.9,16.8,0.469,3.3,4.4,0.735,2.7,6.4,9.1,5.6,1.5,1.5,3.4,19.0,"ROY-1,AS"
25.0,Dave Cowens,27.0,BOS,C,78.0,,39.8,7.8,16.7,0.468,3.3,4.4,0.756,4.3,11.7,16.0,4.2,1.2,0.9,4.0,19.0,"MVP-3,AS,NBA2"
26.0,Fred Carter,30.0,PHI,PG,82.0,81.0,36.5,8.1,19.4,0.417,2.7,3.8,0.702,1.4,2.3,3.6,4.5,1.7,0.2,3.5,18.9,
27.0,Geoff Petrie,27.0,POR,SG,72.0,,35.5,7.5,16.3,0.461,3.8,4.6,0.829,0.5,1.8,2.3,4.6,1.1,0.1,2.7,18.9,
28.0,Jo Jo White,29.0,BOS,PG,82.0,82.0,39.7,8.2,18.2,0.449,2.6,3.1,0.838,0.7,3.1,3.8,5.4,1.3,0.2,2.2,18.9,"MVP-20,AS"
29.0,Mike Newlin,27.0,HOU,SG,82.0,82.0,37.4,6.9,13.7,0.507,4.7,5.4,0.865,0.9,3.2,4.1,5.6,1.3,0.1,3.2,18.6,
30.0,Rudy Tomjanovich,27.0,HOU,PF,79.0,,36.9,7.9,15.2,0.517,2.8,3.6,0.767,2.1,6.3,8.4,2.4,0.5,0.2,2.6,18.5,AS
31.0,Brian Winters,23.0,MIL,SG,78.0,,35.8,7.9,17.1,0.464,2.3,2.8,0.829,0.8,2.3,3.2,4.7,1.6,0.3,3.1,18.2,AS
32.0,Jamaal Wilkes,22.0,GSW,SF,82.0,82.0,33.1,7.5,16.3,0.463,2.8,3.6,0.772,2.4,6.4,8.8,2.0,1.2,0.4,2.7,17.8,"MVP-17,AS"
33.0,Charlie Scott,27.0,BOS,SG,82.0,82.0,35.5,7.2,16.0,0.449,3.3,4.1,0.797,1.3,3.1,4.4,4.2,1.3,0.3,4.3,17.6,
34.0,John Havlicek,35.0,BOS,SF,76.0,,34.2,6.6,14.8,0.45,3.7,4.4,0.844,1.5,2.6,4.1,3.7,1.3,0.4,2.7,17.0,"MVP-24,AS,NBA2"
35.0,Lou Hudson,31.0,ATL,SG,81.0,,31.6,7.0,14.9,0.472,2.9,3.6,0.814,1.3,2.4,3.7,2.6,1.5,0.2,3.0,17.0,
36.0,Dave Bing,32.0,WSB,PG,82.0,,35.9,6.1,13.6,0.447,4.0,5.1,0.787,1.1,1.7,2.9,6.0,1.4,0.3,3.2,16.2,"MVP-6,AS"
38.0,Curtis Rowe,26.0,DET,PF,80.0,,37.5,6.4,13.7,0.468,3.2,4.3,0.737,2.9,5.8,8.7,2.3,0.6,0.6,2.6,16.0,AS
39.0,Jim Chones,26.0,CLE,C,82.0,82.0,33.4,6.9,15.3,0.448,2.1,3.2,0.662,2.4,6.6,9.0,2.0,0.5,1.1,2.9,15.8,MVP-9
40.0,Jim McMillian,27.0,BUF,SF,74.0,,35.3,6.6,12.4,0.536,2.5,3.0,0.858,1.8,3.5,5.3,2.8,1.2,0.2,1.9,15.8,
41.0,Jimmy Walker,31.0,KCK,SG,73.0,,34.1,6.3,13.0,0.483,3.2,3.7,0.865,0.7,1.8,2.4,2.4,1.2,0.2,2.5,15.7,
42.0,Tom Burleson,23.0,SEA,C,82.0,82.0,32.3,6.0,12.6,0.481,3.5,4.7,0.75,3.1,5.9,9.0,2.2,0.9,1.8,3.3,15.6,
43.0,Elmore Smith,26.0,MIL,C,78.0,,36.0,6.4,12.3,0.518,2.8,4.5,0.632,2.6,8.9,11.4,1.2,1.0,3.1,3.4,15.6,
44.0,Lloyd Neal,25.0,POR,PF,68.0,,34.1,6.4,13.3,0.481,2.7,3.9,0.694,2.1,6.5,8.6,1.7,0.8,1.6,3.7,15.5,
45.0,Scott Wedman,23.0,KCK,SF,82.0,82.0,36.2,6.6,14.4,0.456,2.3,3.0,0.78,2.4,5.0,7.4,2.4,1.3,0.4,3.4,15.5,AS
46.0,Mickey Johnson,23.0,CHI,PF,81.0,72.0,29.5,5.9,12.8,0.463,3.5,4.4,0.786,3.4,5.9,9.4,1.6,1.1,0.8,3.6,15.3,
47.0,Campy Russell,24.0,CLE,SF,82.0,,23.9,5.9,12.2,0.482,3.2,4.2,0.773,1.6,2.6,4.2,1.3,0.8,0.1,2.8,15.0,
48.0,Lucius Allen,28.0,LAL,PG,76.0,,31.4,6.1,13.2,0.459,2.6,3.3,0.776,0.8,2.0,2.8,4.7,1.3,0.3,3.2,14.7,
49.0,Tom Henderson,24.0,ATL,PG,81.0,,35.8,5.8,14.0,0.413,2.7,3.8,0.708,0.7,2.6,3.3,4.6,1.7,0.1,2.4,14.2,
50.0,Steve Mix,28.0,PHI,SF,81.0,63.0,37.5,5.2,10.4,0.499,3.5,4.3,0.818,2.7,5.5,8.2,2.7,2.0,0.4,3.6,13.9,MVP-20
51.0,Leonard Gray,24.0,SEA,PF,66.0,,32.4,6.0,12.6,0.474,1.9,2.6,0.746,1.7,4.4,6.0,3.1,1.1,0.5,3.9,13.8,
53.0,Bingo Smith,29.0,CLE,SG,81.0,,28.9,6.1,13.8,0.442,1.4,1.7,0.816,1.0,3.2,4.2,1.9,0.7,0.4,2.9,13.6,
54.0,Curtis Perry,27.0,PHO,PF,71.0,,33.1,5.4,10.9,0.497,2.5,3.4,0.732,2.8,6.9,9.6,2.6,1.2,0.9,3.8,13.3,
55.0,Eric Money,20.0,DET,PG,80.0,,28.3,5.6,11.8,0.474,1.8,2.3,0.806,1.0,1.6,2.6,4.2,1.7,0.1,3.0,13.0,
56.0,Slick Watts,24.0,SEA,PG,82.0,82.0,33.9,5.3,12.4,0.427,2.4,4.2,0.578,1.4,3.1,4.5,8.1,3.2,0.2,3.3,13.0,
57.0,Kevin Kunnert,24.0,HOU,C,80.0,,29.2,5.8,11.9,0.487,1.3,2.0,0.654,3.3,6.5,9.8,1.9,0.7,1.3,3.9,12.9,
59.0,Sam Lacey,27.0,KCK,C,81.0,,38.1,5.0,12.6,0.401,2.7,3.5,0.759,2.7,10.0,12.6,4.7,1.6,1.7,3.5,12.8,
60.0,Nate Williams,25.0,NOJ,SF,81.0,,23.9,5.2,11.7,0.444,2.4,3.0,0.824,1.7,2.8,4.4,1.3,1.3,0.2,3.1,12.8,
62.0,Dick Snyder,31.0,CLE,SG,82.0,82.0,27.7,5.4,10.7,0.501,1.9,2.3,0.824,0.6,1.8,2.4,2.7,0.7,0.4,2.6,12.6,
63.0,Norm Van Lier,28.0,CHI,PG,76.0,72.0,39.8,4.8,13.0,0.366,3.1,4.2,0.737,1.8,3.6,5.4,6.6,2.0,0.3,3.9,12.6,"MVP-24,AS"
64.0,Louie Nelson,24.0,NOJ,SG,66.0,,30.8,5.0,11.4,0.433,2.6,3.5,0.735,1.2,1.8,3.1,2.6,1.2,0.1,2.2,12.5,
65.0,Jim Cleamons,26.0,CLE,PG,82.0,82.0,34.6,5.0,10.8,0.466,2.1,2.7,0.798,1.5,2.8,4.3,5.2,1.5,0.2,2.6,12.2,
66.0,Cazzie Russell,31.0,LAL,SF,74.0,,22.0,5.0,10.8,0.463,1.8,2.0,0.892,0.7,1.8,2.5,1.6,0.7,0.0,1.6,11.8,
67.0,Bruce Seals,22.0,SEA,SF,81.0,,30.1,4.8,11.0,0.436,2.2,3.3,0.678,1.9,4.3,6.3,1.5,0.8,0.5,3.9,11.8,
68.0,John Shumate,23.0,2TM,PF,75.0,,26.3,4.4,7.9,0.561,2.8,4.3,0.65,1.9,5.5,7.4,1.7,1.1,0.5,2.1,11.7,ROY-5
69.0,Jim Price,26.0,MIL,PG,80.0,,31.6,5.0,12.0,0.415,1.8,2.1,0.849,0.9,2.3,3.3,4.9,1.9,0.4,3.3,11.7,
70.0,Gus Williams,22.0,GSW,PG,77.0,,22.4,4.7,11.1,0.428,2.2,3.0,0.742,0.8,1.3,2.1,3.1,1.8,0.3,1.9,11.7,ROY-2
71.0,Ron Behagen,25.0,NOJ,PF,66.0,,26.3,4.7,10.5,0.446,2.2,2.7,0.804,2.9,5.5,8.4,2.1,1.0,0.4,3.4,11.5,
72.0,Jim Brewer,24.0,CLE,PF,82.0,82.0,35.5,4.9,10.7,0.458,1.7,2.6,0.654,3.6,7.2,10.9,2.5,1.1,1.1,2.6,11.5,
73.0,Truck Robinson,24.0,WSB,PF,82.0,,25.1,4.3,9.5,0.454,2.6,3.8,0.672,1.7,5.1,6.8,1.4,0.5,1.3,2.9,11.2,MVP-24
74.0,Bill Bradley,32.0,NYK,SF,82.0,82.0,33.0,4.8,11.0,0.433,1.6,1.8,0.878,0.6,2.3,2.9,3.0,0.8,0.2,3.1,11.1,
75.0,Ed Ratleff,25.0,HOU,SF,72.0,,33.3,4.4,9.0,0.485,2.3,2.9,0.816,1.5,3.8,5.3,3.6,1.6,0.5,3.3,11.1,
76.0,Gar Heard,27.0,2TM,PF,86.0,,31.9,4.6,10.5,0.435,1.8,2.9,0.637,2.9,7.2,10.1,2.2,1.4,1.1,3.5,11.0,
77.0,Tom Van Arsdale,32.0,ATL,SF,75.0,,27.0,4.6,10.5,0.441,1.7,2.2,0.759,0.5,2.0,2.5,1.9,0.8,0.1,2.7,10.9,
78.0,Donnie Freeman,31.0,LAL,SG,64.0,,23.1,4.1,9.5,0.434,2.5,3.1,0.819,1.1,1.7,2.8,2.7,0.9,0.2,2.5,10.8,
79.0,Lionel Hollins,22.0,POR,PG,74.0,,25.6,4.2,10.0,0.421,2.4,3.3,0.721,0.5,1.8,2.4,4.1,1.8,0.4,3.2,10.8,ROY-4
80.0,Jack Marin,31.0,2TM,SF,79.0,13.0,24.2,4.3,10.3,0.422,2.0,2.4,0.856,0.9,2.3,3.2,1.8,0.6,0.1,2.1,10.7,
82.0,Paul Silas,32.0,BOS,PF,81.0,,32.9,3.9,9.1,0.426,2.9,4.1,0.709,4.5,8.1,12.7,2.5,0.7,0.4,2.8,10.7,MVP-14
83.0,Joe Meriweather,22.0,HOU,C,81.0,,25.2,4.2,8.4,0.494,1.9,3.0,0.644,2.0,4.4,6.4,1.0,0.4,1.5,2.7,10.2,
85.0,Ken Charles,24.0,BUF,SG,81.0,,27.7,4.0,8.9,0.456,2.0,2.5,0.785,0.7,2.0,2.7,2.5,1.5,0.6,3.2,10.1,
86.0,Keith Erickson,31.0,PHO,SF,74.0,,25.0,4.1,8.8,0.47,1.8,2.1,0.854,1.4,3.1,4.5,2.5,1.1,0.1,2.6,10.1,
87.0,Ollie Johnson,26.0,KCK,SF,81.0,,26.5,4.3,8.4,0.513,1.5,1.8,0.839,1.4,3.0,4.4,1.8,0.8,0.5,2.7,10.1,
88.0,Dwight Jones,23.0,ATL,C,66.0,,26.7,3.8,8.2,0.463,2.5,3.3,0.744,2.6,5.3,7.9,1.3,0.8,0.9,3.2,10.1,
90.0,John Johnson,28.0,2TM,SF,76.0,,22.3,4.2,9.2,0.453,1.6,2.0,0.774,1.2,3.1,4.4,2.9,0.8,0.5,2.6,9.9,
91.0,Larry Steele,26.0,POR,SG,81.0,,29.4,4.0,8.0,0.495,1.9,2.5,0.759,1.0,2.7,3.6,4.0,2.1,0.2,3.6,9.9,
93.0,Don Ford,23.0,LAL,SF,76.0,,24.2,4.1,9.3,0.438,1.4,1.8,0.748,1.6,2.8,4.4,1.5,0.7,0.2,2.4,9.6,
94.0,Wes Unseld,29.0,WSB,C,78.0,,37.5,4.1,7.3,0.561,1.5,2.5,0.585,3.5,9.8,13.3,5.2,1.1,0.8,2.6,9.6,MVP-11
95.0,Henry Bibby,26.0,NOJ,PG,79.0,,22.4,3.4,7.9,0.428,2.5,3.2,0.797,0.7,1.5,2.3,2.8,0.8,0.0,2.1,9.3,
96.0,Al Eberhard,23.0,DET,SF,81.0,,25.5,3.5,8.4,0.414,2.4,2.8,0.834,1.7,3.1,4.8,1.0,1.1,0.2,3.1,9.3,
97.0,John Gianelli,25.0,NYK,C,82.0,51.0,28.4,4.0,8.4,0.473,1.4,2.0,0.713,2.3,4.5,6.7,1.4,0.3,0.8,2.4,9.3,
99.0,John Laskowski,22.0,CHI,SG,71.0,40.0,22.1,4.0,9.7,0.412,1.2,1.7,0.725,0.7,2.4,3.1,0.8,0.8,0.1,1.3,9.2,
100.0,Ricky Sobers,23.0,PHO,SG,78.0,,24.3,3.6,8.0,0.449,2.0,2.5,0.823,1.0,2.3,3.3,2.8,1.4,0.1,3.2,9.2,
103.0,Otto Moore,29.0,NOJ,C,81.0,,29.7,3.6,8.3,0.436,1.8,2.8,0.637,2.0,7.8,9.8,2.7,1.0,1.7,3.1,9.0,
105.0,Tom Boerwinkle,30.0,CHI,C,74.0,60.0,27.6,3.6,7.2,0.5,1.6,2.4,0.667,3.6,7.1,10.7,3.8,0.6,0.7,3.6,8.8,
106.0,Junior Bridgeman,22.0,MIL,SF,81.0,,20.3,3.5,8.0,0.439,1.6,2.0,0.795,1.4,2.2,3.6,1.9,0.6,0.3,2.9,8.6,
107.0,Mike Sojourner,22.0,ATL,C,67.0,,23.9,3.7,7.8,0.473,1.2,1.8,0.672,1.9,4.8,6.7,0.9,0.6,0.6,2.6,8.6,
108.0,Herm Gilliam,29.0,SEA,SG,81.0,,20.3,3.7,8.3,0.442,1.1,1.4,0.776,0.7,2.0,2.7,2.5,1.0,0.1,1.7,8.5,
110.0,Chris Ford,27.0,DET,SG,82.0,,26.8,3.7,8.6,0.426,1.0,1.4,0.722,1.0,2.6,3.5,3.3,2.2,0.3,2.7,8.4,
111.0,Mike Riordan,30.0,WSB,SF,78.0,,24.9,3.7,8.5,0.44,0.9,1.2,0.74,0.6,1.8,2.4,1.6,0.7,0.2,2.6,8.4,
114.0,Connie Hawkins,33.0,ATL,PF,74.0,,25.8,3.2,7.2,0.447,1.8,2.6,0.712,1.4,4.6,6.0,2.9,1.1,0.6,2.3,8.2,
116.0,Butch Beard,28.0,2TM,PG,75.0,28.0,22.7,3.0,6.6,0.46,1.9,2.6,0.75,1.4,2.8,4.1,2.9,1.1,0.1,2.9,8.0,
118.0,Mike Bantom,24.0,2TM,SF,73.0,,21.5,3.0,6.5,0.462,1.9,2.7,0.683,1.9,3.4,5.4,1.4,0.4,0.4,3.0,7.9,
119.0,John Brown,24.0,ATL,PF,75.0,,23.4,2.9,6.5,0.442,2.2,2.8,0.775,1.9,3.4,5.4,1.7,0.6,0.2,3.1,7.9,
120.0,Archie Clark,34.0,DET,SG,79.0,,20.1,3.2,7.3,0.433,1.3,1.5,0.862,0.3,1.4,1.7,2.8,0.8,0.1,2.0,7.6,
124.0,Dave Meyers,22.0,MIL,PF,72.0,,22.1,2.8,6.6,0.419,1.9,2.9,0.643,1.7,4.5,6.2,1.4,1.0,0.3,2.0,7.4,
126.0,E.C. Coleman,25.0,NOJ,PF,67.0,,27.6,3.2,7.1,0.451,0.9,1.3,0.663,1.9,4.4,6.3,1.3,0.8,0.4,3.4,7.3,
127.0,Cornell Warner,27.0,LAL,PF,81.0,,31.0,3.1,6.5,0.479,1.1,1.6,0.695,2.8,6.2,8.9,1.3,0.7,0.6,3.5,7.3,
128.0,Leon Benbow,25.0,CHI,SG,76.0,22.0,20.9,2.9,7.3,0.397,1.4,1.8,0.75,0.9,1.5,2.3,2.1,0.8,0.1,2.4,7.1,
131.0,Clifford Ray,27.0,GSW,C,82.0,82.0,26.6,2.6,4.9,0.525,1.7,2.8,0.609,3.3,6.2,9.5,1.8,1.0,1.0,3.0,6.9,MVP-16
134.0,Ernie DiGregorio,25.0,BUF,PG,67.0,,20.4,2.7,7.1,0.384,1.3,1.4,0.915,0.2,1.4,1.7,4.0,0.6,0.0,2.4,6.7,
143.0,Dean Meminger,27.0,ATL,SG,68.0,,20.9,2.3,5.6,0.409,1.5,2.2,0.658,1.0,1.3,2.2,3.3,0.8,0.1,1.7,6.0,
144.0,Kevin Restani,24.0,MIL,PF,82.0,,20.1,2.9,6.0,0.475,0.3,0.5,0.571,1.4,3.2,4.6,1.2,0.4,0.1,1.8,6.0,
153.0,Corky Calhoun,25.0,LAL,SF,76.0,,23.9,2.3,4.8,0.467,0.9,1.1,0.783,1.5,2.9,4.5,1.1,0.8,0.5,2.8,5.4,
159.0,George Johnson,27.0,GSW,C,82.0,,21.3,2.0,4.2,0.484,0.9,1.3,0.673,2.4,5.2,7.6,1.0,0.6,2.1,3.4,4.9,
189.0,Harvey Catchings,24.0,PHI,C,75.0,68.0,23.1,1.4,3.2,0.426,0.8,1.3,0.604,2.5,4.4,6.9,0.8,0.3,2.2,3.5,3.5,
