Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
17.0,Jim Pollard,31.0,MNL,SF,71.0,35.0,4.6,12.4,0.37,2.5,3.2,0.778,7.0,3.0,2.3,11.7,"AS,NBA2"
19.0,George King,25.0,SYR,PG,72.0,32.9,3.9,10.3,0.376,3.6,5.7,0.627,3.7,3.8,2.5,11.3,
20.0,Don Sunderlage,24.0,MLH,SG,68.0,32.8,3.7,11.0,0.34,3.7,5.0,0.748,3.3,2.8,3.9,11.2,AS
21.0,Vern Mikkelsen,25.0,MNL,PF,72.0,31.2,4.0,10.7,0.374,3.1,4.1,0.742,8.5,1.7,3.7,11.1,
22.0,Andy Phillip,31.0,FTW,PG,71.0,38.1,3.6,9.6,0.375,3.4,4.6,0.73,3.7,6.3,2.9,10.6,AS
23.0,Mel Hutchins,25.0,FTW,PF,72.0,40.8,4.1,10.2,0.401,2.1,3.1,0.677,9.7,2.9,3.2,10.3,AS
24.0,Paul Hoffman,28.0,BLB,PG,72.0,34.8,3.5,10.6,0.332,3.0,4.2,0.716,6.8,4.0,3.8,10.0,
25.0,Jack McMahon,25.0,ROC,PG,71.0,26.6,3.5,9.7,0.362,3.0,4.3,0.696,3.0,3.4,3.1,10.0,
26.0,Eddie Miller,22.0,BLB,C,72.0,23.0,3.4,8.3,0.407,3.2,4.4,0.729,7.5,1.3,2.7,10.0,
27.0,Connie Simmons,28.0,NYK,C,72.0,27.9,3.5,9.9,0.358,2.9,4.2,0.689,6.7,1.8,3.3,10.0,
28.0,Slater Martin,28.0,MNL,PG,69.0,35.8,3.7,9.5,0.388,2.6,3.5,0.724,2.4,3.7,2.9,9.9,AS
29.0,Jack Coleman,29.0,ROC,PF,71.0,33.5,4.1,10.1,0.405,1.5,2.5,0.597,8.3,2.2,2.8,9.7,
30.0,Nat Clifton,31.0,NYK,PF,72.0,30.3,3.6,9.7,0.368,2.4,3.8,0.628,7.3,2.4,3.0,9.6,
31.0,Jack George,25.0,PHW,PG,71.0,37.3,3.6,10.4,0.352,2.2,3.7,0.59,5.4,4.4,3.0,9.5,
32.0,Earl Lloyd,25.0,SYR,SF,72.0,30.6,3.5,9.3,0.374,2.2,2.9,0.746,7.3,1.6,4.2,9.1,
33.0,Dick McGuire,28.0,NYK,PG,68.0,34.5,3.0,7.3,0.408,3.2,5.1,0.638,4.6,5.2,2.9,9.1,AS
35.0,George Yardley,25.0,FTW,SF,63.0,23.6,3.3,7.8,0.425,2.3,3.3,0.712,6.5,1.6,2.6,9.0,
36.0,Wally Osterkorn,25.0,SYR,PF,70.0,30.9,2.9,8.4,0.346,3.0,5.2,0.579,7.0,2.2,3.0,8.8,
37.0,Bob Houbregs,21.0,2TM,,70.0,28.1,3.0,8.0,0.372,2.7,3.8,0.714,5.4,1.8,3.0,8.7,
38.0,Al Roges,23.0,BLB,SF,67.0,28.9,3.3,9.2,0.358,1.9,2.7,0.726,3.2,2.4,2.6,8.5,
39.0,Chuck Share,26.0,2TM,C,68.0,23.2,2.8,7.3,0.381,2.8,4.0,0.684,8.2,1.2,3.1,8.3,
40.0,Bill Calhoun,26.0,MLH,SF,72.0,32.9,2.6,7.6,0.349,3.0,4.1,0.733,3.8,2.6,2.1,8.3,
41.0,George Ratkovicz,31.0,MLH,PF,69.0,31.4,2.9,7.3,0.393,2.6,4.0,0.645,7.6,2.2,3.7,8.3,
42.0,Zeke Zawoluk,23.0,PHW,SF,71.0,25.3,2.9,7.6,0.376,2.6,3.2,0.809,4.6,1.4,3.1,8.3,
45.0,Lew Hitch,24.0,MLH,PF,72.0,34.1,3.1,8.4,0.367,1.8,2.9,0.639,9.6,2.0,2.4,8.0,
46.0,Odie Spears,29.0,ROC,SF,72.0,22.7,2.6,7.0,0.364,2.5,3.3,0.769,4.3,1.5,2.9,7.7,
48.0,Irv Bemoras,23.0,MLH,SF,69.0,21.7,2.7,7.3,0.366,2.0,3.0,0.668,3.1,1.1,2.2,7.4,
49.0,Don Barksdale,30.0,BOS,PF,63.0,21.6,2.5,6.6,0.376,2.4,3.6,0.662,5.5,1.9,3.4,7.3,
50.0,Rollen Hans,22.0,BLB,SG,67.0,23.2,2.9,7.7,0.371,1.5,2.7,0.561,2.4,2.7,2.6,7.2,
51.0,Fred Scolari,31.0,FTW,PG,64.0,24.8,2.5,7.7,0.324,2.3,2.8,0.8,2.2,2.0,2.4,7.2,
52.0,Fred Schaus,28.0,2TM,,67.0,22.6,2.4,6.2,0.388,2.3,2.9,0.785,4.0,1.6,2.6,7.1,
53.0,Whitey Skoog,27.0,MNL,SG,71.0,26.4,3.0,7.5,0.4,1.0,1.4,0.742,3.2,2.5,3.3,7.0,
54.0,Danny Finn,25.0,PHW,PG,68.0,23.0,2.5,7.3,0.343,1.9,2.9,0.643,3.2,3.9,3.2,6.9,
55.0,Bill Tosheff,27.0,MLH,PG,71.0,25.7,2.4,8.1,0.291,2.2,3.0,0.743,2.3,2.8,2.9,6.9,
56.0,Jim Baechtold,26.0,NYK,SF,70.0,23.2,2.4,6.6,0.366,1.9,2.5,0.757,2.6,1.7,2.8,6.8,
58.0,Paul Walther,26.0,PHW,SG,64.0,32.3,2.2,6.1,0.352,2.3,3.2,0.704,4.0,3.4,3.1,6.6,
59.0,Leo Barnhorst,29.0,2TM,SF,72.0,28.7,2.8,8.2,0.338,0.9,1.2,0.716,4.1,3.1,2.8,6.4,
60.0,Pep Saul,29.0,MNL,SG,71.0,25.4,2.3,6.6,0.347,1.8,2.4,0.753,2.2,2.0,2.1,6.4,
62.0,Alex Hannum,30.0,ROC,PF,72.0,23.7,2.4,7.0,0.348,1.4,2.3,0.622,4.9,1.5,3.9,6.3,
63.0,Bob Harrison,26.0,2TM,SG,64.0,22.5,2.3,7.0,0.321,1.5,2.5,0.595,2.0,2.2,3.4,6.0,
65.0,Cal Christensen,26.0,ROC,SF,70.0,23.6,2.0,5.6,0.347,2.0,3.7,0.529,5.6,1.5,2.8,5.9,
66.0,Walt Davis,23.0,PHW,PF,68.0,23.1,2.5,6.7,0.367,1.0,1.5,0.644,6.4,0.9,3.0,5.9,
67.0,Bob Donham,27.0,BOS,SG,68.0,21.3,2.1,4.6,0.448,1.7,3.1,0.554,3.9,2.7,3.5,5.9,
68.0,Bob Harris,26.0,BOS,SF,71.0,26.7,2.2,5.8,0.381,1.5,2.4,0.628,7.3,1.3,3.2,5.9,
69.0,Jack Nichols,27.0,2TM,PF,75.0,21.4,2.2,7.0,0.309,1.5,2.0,0.743,4.8,1.4,2.5,5.9,
70.0,Bob Brannum,27.0,BOS,PF,71.0,24.4,2.0,6.4,0.309,1.8,2.9,0.626,7.2,2.0,3.9,5.8,
71.0,Monk Meineke,23.0,FTW,PF,71.0,20.6,1.9,5.5,0.344,1.9,2.4,0.805,5.2,1.1,3.0,5.7,
