Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
64.0,Ray Scott,30.0,BAL,PF,82.0,,26.4,4.7,11.3,0.416,2.4,3.1,0.759,8.8,1.6,2.6,11.8,
65.0,Jimmy Walker,24.0,DET,SG,69.0,,23.8,4.5,9.7,0.466,2.6,3.3,0.795,2.3,3.2,2.5,11.7,
66.0,Don Nelson,28.0,BOS,SF,82.0,,21.6,4.6,9.4,0.485,2.5,3.2,0.776,5.6,1.1,2.4,11.6,
68.0,Howard Komives,27.0,2TM,PG,85.0,26.0,30.1,4.5,11.5,0.389,2.5,3.1,0.799,3.5,4.7,3.2,11.4,
69.0,Walt Hazzard,26.0,ATL,PG,80.0,,30.3,4.3,10.9,0.397,2.6,3.7,0.707,3.3,5.9,3.3,11.2,
70.0,Tom Sanders,30.0,BOS,SF,82.0,,26.6,4.4,10.3,0.43,2.3,3.1,0.733,7.0,1.3,3.6,11.2,
71.0,Gary Gregor,23.0,PHO,PF,80.0,,27.3,5.0,12.0,0.415,1.1,1.6,0.649,8.9,1.2,3.1,11.1,
72.0,Jim Fox,25.0,2TM,C,76.0,,31.0,4.2,8.9,0.47,2.5,3.5,0.715,10.8,2.2,3.5,10.9,
73.0,Clyde Lee,24.0,SFW,PF,65.0,,34.4,4.1,10.4,0.398,2.5,3.9,0.625,13.8,1.3,3.5,10.7,
74.0,Al Tucker,25.0,2TM,PF,84.0,,22.4,4.3,9.6,0.446,1.9,2.9,0.648,5.2,0.9,2.2,10.5,
75.0,Guy Rodgers,33.0,MIL,PG,81.0,,26.6,4.0,10.6,0.377,2.3,2.9,0.793,2.8,6.9,2.6,10.3,
76.0,Bill Russell,34.0,BOS,C,77.0,,42.7,3.6,8.4,0.433,2.6,5.0,0.526,19.3,4.9,3.0,9.9,"MVP-4,AS"
78.0,Tom Boerwinkle,23.0,CHI,C,80.0,,29.6,4.0,10.4,0.383,1.8,2.8,0.653,11.1,2.2,4.0,9.8,
81.0,Darrall Imhoff,30.0,PHI,C,82.0,,28.8,3.4,7.2,0.47,2.4,4.0,0.597,9.7,2.7,3.8,9.2,
83.0,George Wilson,26.0,2TM,C,79.0,,23.4,3.4,8.4,0.41,1.9,3.0,0.651,9.1,1.4,2.9,8.8,
87.0,Paul Silas,25.0,ATL,PF,79.0,,23.5,3.1,7.3,0.419,2.6,4.2,0.613,9.4,1.8,2.1,8.7,
88.0,Johnny Egan,30.0,LAL,PG,82.0,,22.0,3.0,7.3,0.412,2.5,2.9,0.85,1.8,2.6,2.5,8.5,
89.0,Keith Erickson,24.0,LAL,SG,77.0,,25.6,3.4,8.2,0.42,1.6,2.3,0.686,4.0,2.5,2.9,8.4,
91.0,Greg Smith,22.0,MIL,PF,79.0,,27.9,3.5,7.8,0.45,1.2,2.0,0.587,10.2,1.7,3.3,8.1,
93.0,Bob Kauffman,22.0,SEA,C,82.0,,20.2,2.7,6.0,0.442,2.5,3.5,0.702,5.9,1.0,3.1,7.8,
94.0,Toby Kimball,26.0,SDR,PF,76.0,,22.1,3.1,7.1,0.445,1.5,3.3,0.468,8.8,1.2,2.8,7.8,
99.0,Otto Moore,22.0,DET,C,74.0,,21.7,3.3,7.4,0.443,1.2,2.3,0.524,7.1,0.9,2.5,7.7,
105.0,Tom Hawkins,32.0,LAL,SF,74.0,,20.4,3.1,6.2,0.499,0.8,2.0,0.411,3.6,1.1,2.3,7.1,
107.0,Art Williams,29.0,SDR,PG,79.0,,25.2,2.9,7.5,0.383,1.3,1.9,0.705,4.6,6.6,3.0,7.1,
111.0,Freddie Crawford,27.0,LAL,SG,81.0,,20.9,2.6,5.6,0.465,1.0,1.9,0.539,2.7,1.9,2.8,6.2,
